ResponseId,Finished,Progress,open_hatedefinition,open_allow,UserLanguage,gender,birthyear,minority,country.x,country.y
R_10wp9S5o5IsOIB0,1.0,100.0,A. Language which makes others disturbed and unhappy.,"Yes, there is no need to give permission for ti say anything on social media as it's can harm other people.",HI,Female,25.0,non-minority,ind,
R_115X3t2Ob91qxa0,1.0,100.0,गाली गलौज,अफसोस जनक,HI,Male,36.0,non-minority,ind,
R_117tcCm4IY9VacK,1.0,100.0,"अभद्र व्यवहार, टिप्पणी, गालियां इत्यादि।",आजादी देनी चाहिए पर एक दायरे में ताकि दूसरे उसका कोई गलत अर्थ नही निकाले।,HI,Male,23.0,non-minority,ind,
R_11gqPj5Ljxz3TyJ,1.0,100.0,"Abhadra bhasa, jisse logo ko dukh pahunchta hai..jise asurakshit mahesus karte hai, sarmindgi karvati hai..aur kabhi kabhi gussa dilati hai.",Puri anumati honi cahiye lekin apne maryadaoka palan karke,HI,Male,22.0,non-minority,ind,
R_11jzqfScuqxDYVQ,1.0,100.0,किसी को गाली देकर संबोधन करना,अपनी बात रखने के लिए स्वतंत्र हैं लेकिन उसमें कोई गाली गलौज नहीं हो,HI,Male,28.0,non-minority,ind,
R_11YESmltUvVGkK0,1.0,100.0,"Gandi or galat baat jo kisi bhi vyakti kii azadi, dharam or sex se judi ho",,HI,Male,25.0,non-minority,ind,
R_1207lEH8ACv6UFQ,0.0,99.0,"गाली देना, धर्म पर निशाना लगाना","नहीं
",HI,Male,53.0,minority,ind,
R_12A4pfcUduyk1Kj,1.0,100.0,"  जो भाषा शिष्ट न हो और दूसरे के मन को आहत करेधर्म  जाति या लिंग के आधार पर,वो भाषा अभद्र है।","सोशल मीडिया से पूरा समाज प्रभावित होता है ,इसलिए ऐसा कुछ न किया जाए जिससे लोगों में द्वेष,घृणा या वैमनस्य फैले।",HI,Female,32.0,non-minority,ind,
R_12bWPsvaJzXofrp,1.0,100.0,Bin vajah kisi ko bhala bura khane ka kisi ko shwtnrata nahi he,Nahi shchhi bat khane ki sabako shwtnrata he,HI,Male,21.0,minority,ind,
R_12cdRRpZtZ9EI4z,1.0,100.0,"गाली-गलौज, लैंगिक, जातिवादी, संप्रदायवादी कुल मिलाकर मानव मानव में भेद व शोषण करने वाली मानसिकता से निकली भाषा","खुली परिचर्चा हो चाहे जिस पक्ष में बात कही जाए. आधी अधूरी परंतु नफरती टिप्पणी न हो, किसी वर्ग के प्रति हिंसात्मक प्रतिक्रिया न हो.",HI,Male,1.0,non-minority,ind,
R_12fepVSsxnTzj9i,1.0,100.0," गाली देना, जाति सूचक शब्द, रंग भेद या हिंसा की धमकी देना",संयमित शब्दो का प्रयोग होना चाहिए,HI,Male,14.0,non-minority,ind,
R_12FIdVMUnaKaK34,1.0,100.0,जब बोलते समय आप अपनी मर्यादा भूल जाएँ।,,HI,Female,12.0,non-minority,ind,
R_12hGlQfmt4HoOzw,1.0,100.0,असंसदीय भाषा का उपयोग,ठीक कहा,HI,Male,51.0,minority,ind,
R_12hUI9HVydtT5WE,1.0,100.0,"किसी व्यक्ति, समाज और राष्ट्र का अपमान करने वाली बातेँ कहते हुए ये सोचना चाहिए कि आपको भी वैसा ही जवाब मिलेगा.",अवैज्ञानिक और तर्कहीन अथवा पाखण्ड को बढ़ावा देने वाली बातेँ नहीं करनी चाहिएं.,HI,Male,45.0,non-minority,ind,
R_12Lar6SVAmGpNtb,1.0,100.0,  अपमान  करने या नीचा दिखाने के उद्देश्य  से की गयी या गाली-गलौज  युक्त भाषा,सामाजिक और कानूनी मर्यादा के अंदर,HI,Male,33.0,non-minority,ind,
R_12mPPm0nCne3UPy,1.0,100.0,जब कोई व्यक्ति सोशल मीडिया मे वयक्त बातो पर अपनी प्रतिक्रिया में अमानक शब्दो को उपयोग करता है या हावभाव वयक्त करता है वह अभद्र भाषा कहलाता है।, अपने विचार व्यक्त करने की स्वतंत्रता होनी चाहिए किन्तु हमारी बातो से किसी भी भावना शत नहीं होना चाहिए।,HI,Male,36.0,non-minority,ind,
R_12onBeoQpSwI6Gy,1.0,100.0,"Gali galoch krna, dhamakaana, jativadi yaa religious comment krna, ek dusre ko jahiri torr pr nicha dikhane ki koshish krna.","Vaicharik matbhed ho skte hai, agar kisi ki baat se aap asahmat hai to wo usko bade hi saral or samne wale ko thes na pahunche is tarah se kaha jana chahiye, na ki usko gaaliya do, na hi jaati yaa dharm virodhi comment kro yaa dhamkao.",HI,Male,23.0,non-minority,ind,
R_12sBMWYOLSn3nZc,1.0,100.0,"किसीका अपमान करना, गाली देना",,HI,Male,45.0,non-minority,ind,
R_12xbDeu2yLeZVep,1.0,100.0,"जिन बातों से हिंसा, नफरत और अपमान व्यक्त होता है",अनुमति नहीं दी जानी चाहिए,HI,Male,37.0,non-minority,ind,
R_1A01B4p9uDkOvpD,1.0,100.0,Abhadra bhasha me wo shabd aate he jisse saamne wale ke swabhimaan par thes lage,Nahi aocial media par khuch bhi likhne ki anumati nahi honi chahiye,HI,Male,5.0,minority,ind,
R_1BXefIzE6ogESRI,1.0,100.0,भावना अभद्र होती है भाषा नहीं। कभी कभी हम अपने बच्चों को भी प्यार से अभद्र भाषा इस्तेमाल करते हैं पर भावना नहीं।,"हां,पर संभल कर",HI,Male,44.0,minority,ind,
R_1C4kyJMVaW0dQKx,1.0,100.0,Non acceptable Bhasha ha.,Azadi ka hanan hoga.,HI,Male,32.0,non-minority,ind,
R_1CKGmE4HZh3VFWg,0.0,99.0,"अभद्र भाषा वह है जो दूसरे पक्ष के हितों को क्षति पहुंचती और उसे अभद्रता पर ऊतारु होने के लिए उकसाती है ,!",सोशल मिडिया पर केवल अपनी सीमा मे ऱह कर ही कहने /लिखने की अनुमति होनी चाहिए जो अन्य पक्षों/समुदाओं को heart ना करे जिससे जिससे वह कोई बड़ा कदम उठाने के लिए मजबूर हो जाएँ !,HI,Male,58.0,non-minority,ind,
R_1CsH72vMclBhKbS,1.0,100.0,Bhot sari bate h,nahi Deni chaiye,HI,Male,32.0,minority,ind,
R_1cTUnNTFk8zNzMF,1.0,100.0,"किसी की, या उसके समाज की, धर्म की‌ बेइज्जती करने वाला‌ हर एक शब्द अभद्र भाषा और गालीयों जैसा ही होता।",अनुमति जरूरी है। लेकिन दुरुपयोग करने वालो पर ठोस कार्रवाई होनी चाहिए।,HI,Male,33.0,minority,ind,
R_1cU6kT7IwTLvYtt,1.0,100.0,Jo bahiyat baat kare jiska koi matlab na bane .jiska koi wajood naho,Nudity,HI,Male,14.0,minority,ind,
R_1cVaiODPWQvPTy9,1.0,100.0,किसी व्यक्ति को गाली देना या किसी समुदाय या किसी को धार्मिक आस्था को ठेस पहुंचाना को अभद्र भाषा बोल सकते हैं।,"बोलने अथवा लिखने की पूरी स्वतंत्रता होनी चाहिए लेकिन ऐसे शब्द जो किसी प्रकार से किसी व्यक्ति को आपत्तिजनक लगे,उसे अनुमति नहीं देनी चाहिए।",HI,Male,15.0,non-minority,ind,
R_1d3NM1tku3u2gJS,1.0,100.0,जो भाषा कीसी व्यक्ति के गुप्तांग के बारे में कहता है,कीसी दुसरे को या दूसरे की सम्पत्ति को क्षति पहुंचाने की बात की अनुमति नहीं देनी चाहिए,HI,Male,14.0,non-minority,ind,
R_1DA8xygsrZaCxOR,1.0,100.0,"व्यक्तिगत, सामाजिक, धार्मिक, मानसिक, सांस्कृतिक, उत्पीडन किसी भी रूप में जो होता है वो है",हा,HI,Male,35.0,non-minority,ind,
R_1daitfUffMdqb80,1.0,100.0,जिस भाषा में गालियां हो किसी को धमकाया जाए यह अभद्र भाषा,गालियां और धमकाने की अनुमति नहीं होना चाहिए,HI,Female,23.0,non-minority,ind,
R_1DI5CDnd4qWn6Zk,1.0,100.0,जो किसी की मां बहन को धमकी देने मारने की बात करता हो देख लेने की बात करता हो मन में प्रताड़ित की भावना रखते हुए कोई भी ऐसे अश्लील शब्द कहे अमान्य हो और जो दूसरे के धर्म को नीचा दिखाता हो,किस देश की संस्कृति और जो धर्म प्रबलता में हैं उस धर्म के ऊपर कोई अन्य उंगली उठाए तो उस उंगली तो क्या उसके सर को भी काट देना चाहिए यही राष्ट्र धर्म है यही मानव धर्म है और यही सनातन धर्म है,HI,Male,33.0,non-minority,ind,
R_1DM6tvrr6O3d5Q7,1.0,100.0,It is one that hurts feeling of common people,That is beyond social limited should not be permitted,HI,Male,43.0,non-minority,ind,
R_1DMX9Zb2Yqg6rNn,1.0,100.0," मजाक में कहना, अथवा मजाक करना, अभद्र नही। व्यक्तिगत, धार्मिक टिप्पणी धमकी भरी टिप्पणी पर रोक लगनी चाहिए",,HI,Male,36.0,minority,ind,
R_1DOQ5i7mlJTKh2d,1.0,100.0,"दुसरो को अपमानित करना, नफरत से भरे लेख। देश हित के खिलाफ काम करना",मर्यादा  में रहकर ।,HI,Male,29.0,non-minority,ind,
R_1DosTR9zttmuYRD,1.0,100.0,"जो हमारी स्तंत्रता , स्वाभिमान व अस्तित्व को चुनौती देता हो",मानवता विरोधी कोई भी बात कहने की अनुमति नहीं दी जानी चाहिए,HI,Male,29.0,minority,ind,
R_1DPd3FeA6tjYCP1,1.0,100.0,"आभादर भाषा मेरी समझ से वो है, जो किसी जाति विशेष के लिए बोली जाती है, आभादर भाषा वो है जो हमें गलतियों को गलत नहीं बोलने देती","अगर मैं नास्तिक हूं तो किसी को कोई फर्क नहीं पड़ना चाहिए, जैसे मुझे किसी के आस्तिक होने से फर्क नहीं पड़ता",HI,Male,12.0,non-minority,ind,
R_1duIFrLJIpif4Lk,1.0,100.0,"A statement that can cause physical, emotional, economic harm to anyone, is hate speech.","Any statement that can cause damage to the powerless, for example, any minority religions (muslims or christians, etc), any marginalized communities (Dalit, bahujan, adivasi, etc), LGBTQ+, or any individual who questions the authorities and demands equal treatment for everyone.",HI,Male,19.0,non-minority,ind,
R_1dujeUmZqu7C1Ls,0.0,99.0,"  Jis bhasa me aap ghar pe, bachcho se baat kare wo sahi hai. Gaali dena , personal ya identity ko lekar comment abhadr hai.","Gaali galoz , nudity, threats .",HI,Male,19.0,non-minority,ind,
R_1Dvi3gPDShpKw7q,1.0,100.0,Jo kisi ke man or bhawanao ko thes ya dukh pahunchaye,Haa kyunki isse kisi ki bhawnao ko aaghat/ thes pahunch skti hai,HI,Male,7.0,non-minority,ind,
R_1DzDJ73D7qk4PLn,0.0,99.0,"जो भाषा दुसरे को आहत पहुँचाए,जिससे आपसी नफरत फैले ,हिंसा हो तथा जिसको कहने-सुनने और पढ़ने में शर्म महसुस हो वह अभद्र भाषा है।","सोसल मीडिया पर अपनी बात रखें किन्तु मर्यादा के साथ।
नफरत -अश्लिलता फैलाने का माध्यम न बने यह प्लेटफॉम।",HI,Male,39.0,non-minority,ind,
R_1EcwdfSNdNlqGb3,1.0,100.0,People who post abuse and people private chat and his photo videos and some party abuse each other on social media,No govt decide strict rules regulations for social media post,HI,Male,8.0,non-minority,ind,
R_1eFgfJ0ussEZJ3x,1.0,100.0,अभद्र भाषा वह होती है जिसमे कोई व्यक्ति किसी के परिवार और संबंधो को गलत कहना और गली देना और जाना से मरने धमकी देना,"सोशल मिडिया वाले कुछ हद तक विशेष जाती धर्म को बढ़वा ज़्यदा देते है
खास तोर पर फेसबुक आप सूअर लिखो पोस्ट करो और आप बेन
जबकि विशेष जाती वाले मरने तक की धमकी तक देदेते है
सब को सब कहने की आजादी होनी चाहिए",HI,Male,19.0,non-minority,ind,
R_1eLtnJIisWifUsj,1.0,100.0,If someone uses abusive language and derogatory terms.,Never,HI,Male,7.0,non-minority,ind,
R_1ePspyMNP4PrJiA,1.0,100.0,"जब हम एक-दूसरे पर नाराज होते हैं तो शब्दों की मर्यादा टूट जाती है। लेकिन सही मायनों में अभद्र भाषा क्या है, इसे समझने के लिए हमें प्रकृति और संस्कृति के बीच का फर्क समझना होगा। अक्सर जब भी लोग इसका सामना करते हैं तो उन्हें चेताया जाता है। फिर भी, ऐसे रिवाज तो हैं जिनमें आप देवता को अपशब्द कह सकते हैं। उसे ही अभद्र भाषा कहते है",बिलकुल अगर कोई भी ग़लत बात या ग़लत चीज़ सोसल मीडिया पर सेयर करता है जिस से सबको बुरा लगे वैसे पोस्ट को अनुमति नहीं देनी चाहिए अगर ऐसा कोई भी करता है तो उस पर तुरंत संज्ञान लेना चाहिए,HI,Male,11.0,non-minority,ind,
R_1eqSA2cFv7Vacbc,1.0,100.0,"किसी का पर्सनल या उसके धर्म का अपमान करना
",धर्म पर कटाक्ष,HI,Male,32.0,minority,ind,
R_1esEkCoXYFUYVHD,1.0,100.0,"gali dena 
ma bahan ko badnam karna",nahi,HI,Male,27.0,non-minority,ind,
R_1ewQgkSyQp9wWM1,1.0,100.0,जो वयक्तिगत या सामूहिक या समाज या धर्म और देश के लिए अपमानित करनें वाले भाषा को अभद्र भाषा कहेगें...,"पोस्ट में शब्द, वाक्य या वक्तव्य की मर्यादा होनी चाहिए. देश की अखण्डता और सार्वभौमिकता को अपमानित या नुकसान पहुंचाने वाले पोस्ट को हटाना तथा पोस्ट करने वाले को अवश्य दंडित करना चाहिए. बिना प्रमाणिक तथ्यों वाले पोस्ट को हटाया जाना चाहिए और करने वाले को बैन करना चाहिए.",HI,Male,41.0,non-minority,ind,
R_1EXPrqM9sTNAmYm,1.0,100.0," before committing  touch to 💞 and pain felling
 abused language called  abhadra language",I'm recommend,HI,Male,20.0,minority,ind,
R_1EXtWylgvyUSBGQ,1.0,100.0,"Kisi ko gaali dena, maarne ki dhamki dena, kisi ke mahapurushon ko apshavd bolna",,HI,Male,24.0,minority,ind,
R_1EZHpR7bOPRnDFm,1.0,100.0,"निजी प्रकार से किसी का मानसिक उत्पीड़न या फिर धार्मिक  टिप्पणी  अथवा जातिसूचक टिप्पणी या फिर अपशब्द कहना , शारीरिक हानि पंहुचाने की धमकी देना या बिना मतलब किसी के व्यक्तिगत  टिप्पणी पर सवाल जवाब करना","देश और किसी भी धर्म को नीचा दिखाने का कोई भी प्रयास ना करे, सरकार के लिये गये फैसलों के खिलाफ भड़काऊ टिप्पणी ना करें",HI,Male,27.0,non-minority,ind,
R_1f3B44mXWZT4biZ,1.0,100.0,"Kisi bhi aadmi ke bare galat sbdo ka pryog krna, usko damki dena aur apni rai dene per usko damkana ya gali dena",Kisi bhi political party ka samarthan social media ko nahi krna chahiye aur vulgar comments and vulgar vedios social media se turant hatane chahiye,HI,Female,18.0,non-minority,ind,
R_1f7Vnc5M5okZwux,1.0,100.0,भाषा के द्वारा किसी को मानसिक रूप से प्रताड़ित करने को अभद्र भाषा कहेगें ।,सोशल मीडिया सार्वजिनक है इसमे भाषा और मर्यादा का ध्यान रखना चाहिए ।,HI,Male,37.0,non-minority,ind,
R_1F8Pq6HxPVLfZNA,1.0,100.0,जाति धर्म लिंग क्षेत्र शिक्षा ड्रेस के आधार पर भेदभाव,कुछ जिम्मेदारी के साथ अनुमति देनी चाहिए,HI,Male,28.0,non-minority,ind,
R_1f8UqWdUlRdNr20,1.0,100.0,Jise dusro ki beijjati ho,Personal nahi hona chahiye,HI,Male,12.0,non-minority,ind,
R_1FbkkiTdbdzicxf,1.0,100.0,"अभद्र भाषा सिर्फ गालियां, डबल मीनिंग वर्ड,शारीरिक गठन को गंदे तरीके से देखने, को ही कहते है,।","हर धर्म के लिये अलग सोशल प्लेटफॉर्म होना चाहिये,",HI,Male,26.0,non-minority,ind,
R_1FhrwA4mwiK95kN,1.0,100.0,"गाली का प्रयोग करना , तु तड़ाके से बात करना , मा बहिन या धर्म के बारे मे गलत बोलना।",,HI,Male,26.0,non-minority,ind,
R_1FmH5udWfUkEvBq,1.0,100.0,"जो अभद्र शब्दों का इस्तेमाल करती हो, किसी के लिंग, समाज",,HI,Male,24.0,non-minority,ind,
R_1FQxfmGsKpw7Hck,0.0,99.0,sarvajnik rup se glt kathan-,,HI,Male,10.0,non-minority,ind,
R_1FzcWSWNCgQQ6HG,1.0,100.0,"जिसमें व्यक्ति को मां बहन तथा अन्य प्रकार की गाली दी जाय,मारने की धमकी दी जाए ।किसी जाति धर्म से जोड़कर अपमानित किया जाय।","जाति,धर्म का नाम लेकर अपमानित करना",HI,Male,33.0,non-minority,ind,
R_1fZZ79Ui0eiNRCG,1.0,100.0,लोगों को कभी अभद्र भाषा का प्रयोग नहीं करना चाहिए,सही की जगह सही ओर गलत की जगह गलत,HI,Male,5.0,non-minority,ind,
R_1g09WduOKi5oqyP,0.0,99.0,Cast gender personal comment. Abuse language,Yes,HI,Male,36.0,non-minority,ind,
R_1gAVX6clsZ1x2DA,1.0,100.0,जिससे वे अपने मन की बात बता सके बिना दूसरे के बुरा लगे हुए। अगर सामने वाले के मन में दूसरे के प्रति द्वेष भरा हुआ है और वो आपत्तिजनक शब्द हो वो अभद्रता है,"धर्म को, देश को ,सैनिकों को और अगर सरकार कुछ देशहित में फैसले ले तो सरकारी तंत्र को जैसे अभी सर्जिकल स्ट्राइक, बालाकोट एयर स्ट्राइक , धारा 370 , कश्मीरी पंडितो के पुनर्स्थापन इन सबके विरोध में कुछ कहने की अनुमति नहीं दी जानी चाहिए",HI,Male,12.0,non-minority,ind,
R_1gbXC4tjTMVdUdM,1.0,100.0,अभद्र भाषा जो की किसी भी इंसान की भावनाओ को आहात करे!,बिल्कुल,HI,Male,19.0,non-minority,ind,
R_1gc1JeUgLnciFYw,1.0,100.0,"Abusive language or personal attack...rather then focusing and reacting on content. 
","Do I really need to answer! DON'T YOU KNOW IT BY COMMON SENSE????
",HI,Male,41.0,non-minority,ind,
R_1gegrE7oo5EUYVj,1.0,100.0,जो भाषा दूसरों के सम्मान को ठेस पहँचाये।,अनुमति दी जानी चाहिये।,HI,Male,49.0,non-minority,ind,
R_1gGf1Mq7yQNScKo,1.0,100.0,अभर्द भाषा मतलब दुसरे के दिल को ठेस पहुचाना,सोसल मीडिया का मतलब क्या रहेगा,HI,Male,41.0,minority,ind,
R_1ghlspLSeG85J1B,0.0,99.0,व्यक्तिगत गाली गलोच यह ठीक नहीं है,देनी चाहीये,HI,Male,45.0,minority,ind,
R_1ghUdYtTxqSiQLJ,1.0,100.0,"अपने विचार अथवा विरोध दर्ज करवाने के लिए किसी भी व्यक्ति एवं उसके परिवार, सगे संबंधियों अथवा देश एवं राष्ट्रभक्तों के विषय में कहे गए अनुचित वाक्य, अपशब्द अभद्र भाषा कहलाते हैं।",सोशल मीडिया पर अपने विचार व्यक्त करने की पूरी अनुमति होनी चाहिए किन्तु एक सभ्य भाषा और विचार रखने के सभ्य तरीके के साथ...।,HI,Male,18.0,non-minority,ind,
R_1gjdMtO24QQk3nH,1.0,100.0,जिस भाषा से कोई आहत हो,कुछ होनी चाहिए,HI,Male,19.0,minority,ind,
R_1gNL1gLmLtahTf1,1.0,100.0,वे निजी विचार जो किसी दूसरे के अपमानित महसूस करवाते हो या उनके अधिकारों का हनन हो सकता हो अभद्र भाषा की श्रेणी में आते हैं,सोशल मीडिया एक स्वतंत्र विचार अभिव्यक्ति के प्लेटफार्म है परंतु उन पर विचार तब तक ही सही है जब तक कि वह दूसरे के कार्यक्षेत्र में दखलअंदाजी ना करें या निजी जिंदगी में अक्षय अपने करें यदि सोशल मीडिया पर व्यक्त किए गए विचार किसी दूसरे की निजता और मौलिक अधिकारों का हनन करते हैं तो वह विचार रखने की अनुमति नहीं दी जानी चाहिए,HI,Male,24.0,non-minority,ind,
R_1GP2SrjjPDhjeH3,1.0,100.0,ऐसी भाषा जिस से हम दूसरे का किसी भी तरह अपमान कर रहे हों,"सोशल मीडिया पर कोई चेक न हो , लोग खुद डिसाइड कर लेंगे दोस्ती रखनी है या नहीं ,पोस्ट पढ़नी है या नहीं",HI,Female,54.0,minority,ind,
R_1GPHICOTmtEh9eO,1.0,100.0,किसी भी तरह के गाली गलौज वाली भाषा,,HI,Male,19.0,non-minority,ind,
R_1gqFmgCOZE8R9rz,1.0,100.0,जो भाषा स्वयं के लिए ठीक नहीं हो उसे अभद्र भाषा कहते है।,,HI,Male,30.0,non-minority,ind,
R_1gtJmO227LRucDE,0.0,99.0,"अभद्र भाषा, जो 'घृणित' है उसका लक्षण वर्णन विवादास्पद और विवादित है। 
द्वेषपूर्ण भाषण शब्द को भाषण, लेखन या व्यवहार में किसी भी प्रकार के संचार के रूप में समझा जाता है, जो किसी व्यक्ति या समूह के धर्म, जातीयता, राष्ट्रीयता, नस्ल, रंग, वंश, लिंग के आधार पर हमला करता है या अपमानजनक या भेदभावपूर्ण भाषा का उपयोग करता है। या अन्य पहचान कारक।", देनी चाहिए।,HI,Male,24.0,non-minority,ind,
R_1gTsNYGdljx23sN,1.0,100.0,"वो भाषा जिससे वैचारिक द्वेष, लोभ, और भय को बढ़ावा दिया जाए।",सोशल मीडिया पर कुछ भी कहने की अनुमति ही नहीं रहे तो वो प्लेटफ़ार्म सोशल रह ही कहां जायेगा।,HI,Male,41.0,non-minority,ind,
R_1GTUirEin400C14,1.0,100.0,वह भाषा जो किसी भी व्यक्ति को मानसिक सामाजिक या अन्य प्रकार से हानि पहुंचाए,अभद्र एवं आपत्तिजनक व्यवहार पूर्ण रूप से खत्म होना चाहिए,HI,Male,11.0,non-minority,ind,
R_1gu6RLrKcwhPMcr,1.0,100.0,जो भाषा दूसरो कि भावना को आहत करें। अभद्र भाषा हुआ मेरे समझ से,सोशल मीडिया पर एक्टिव लोगों को अपने अंदर कि बैचारिक ऊर्जा को पूरे विश्व में बटाना चाहिए।,HI,Male,17.0,non-minority,ind,
R_1guA7R4Lek0w8qd,1.0,100.0,"व्यक्ति विशेष की जाति, जन्म, सामाजिक सम्मान को ठेस लगानी वाले शब्द अभद्र भाषा कहे जाते है ।","सोशल मीडिया पर मर्यादित शब्दो में अपनी बात कहने की आजादी होनी चाहिए । यदि कोई अमर्यादित टिप्पणी करे अथवा किसी के धर्म, जाति, जन्म, कार्य या सामाजिक सम्मान पर ठेस लगाए तो उसे प्रमाणिक प्रतिउत्तर देने की छूट होनी चाहिए।",HI,Male,20.0,non-minority,ind,
R_1H61aE3bNI7i1me,1.0,100.0,"घृणा से राक्षसी प्रवृत्ति रखने वाले,देशद्रोही,परिवार की उपेक्षा करने वाले","देशद्रोहियों के समर्थन करने की और सनातन संस्कृति को बदनाम करने की।
अनुमति नहीं देनी चाहिए।",HI,Male,34.0,non-minority,ind,
R_1HdSiWGlJvw07n0,1.0,100.0,किसी भी व्यक्ति को पर्सनली टारगेट करना,हा क्यु नही लेकुन मर्यादित हो,HI,Male,8.0,non-minority,ind,
R_1hGqn5lPI5cdvPc,1.0,100.0,"किसी को अपशब्द बोलना , जैसे हमारे यहाँ तू कमीना है तू अछूत है, या मां। बहिन की गाली देना, या किसी जाति विशेष को टार्गेट करके अपशब्द कहना, मेरी समझ में अभद्र भाषा यही है","क्यों नही देनी चाहिए, हम आम आदमी के पास यही तो एक प्लेटफार्म है, जहाँ कुछ कहने की आजादी है, । 

",HI,Male,50.0,non-minority,ind,
R_1Hq9EVvYJiIxbbF,1.0,100.0,Abusive language. Sexual content. Hatred speech against religion or person. Nudity.,Fake news.,HI,Male,48.0,non-minority,ind,
R_1HVXiBtXL6XCpxv,1.0,100.0,किसी भी देश या समाज को ठेस पहुँचाने वाली भाषा अभद्र ही माननी पड़ेगी,गलत कहने की अनुमति नहीं होनी चाहिए,HI,Male,46.0,non-minority,ind,
R_1hzHNpzTMMUeuBk,1.0,100.0,अभद्र भाषा वह हैं जिसके बोलने से सामने वाले की भावनाओं को ठेस पहुंचाने या वैसे शब्द जो समाज द्वारा अस्वीकार हो,,HI,Male,6.0,non-minority,ind,
R_1I4aOXeAQQqbwuY,1.0,100.0,भारत एक सनातन धर्म से प्रेरित ऋषि मुनियों का देश रहा है अभद्र भाषा अगर हम किसी भी बात को कहने के तरीके को ऐसा बनाए की जिससे किसी भी संस्कारी मनुष्य को ठेस ना लगे,भारत प्रगतिशील राष्ट्र है लेकिन हमे सनातन धर्म की मूल्य मान्यताओं ko ध्यान में रखकर की कुछ बोलने की अनुमति देनी चाहिए,HI,Male,26.0,non-minority,ind,
R_1i8pqdJH8XwELPR,1.0,100.0,"किसी भी व्यक्ति के खिलाफ धमकी, गाली या इससे संबंधित शब्द का उपयोग करना अभद्र भाषा है। इसे प्लेटफॉर्म से हटा देना चाहिए।","अभद्रता, हिंसक शब्दों का प्रयोग नहीं होना चाहिए।",HI,Male,7.0,non-minority,ind,
