ResponseId,Finished,Progress,open_hatedefinition,open_allow,UserLanguage,gender,birthyear,minority,country.x,country.y
R_12FmQzm0rpqRGpv,1.0,100.0,"Mowa nienawiści to procesy, które doprowadzają do agresji między ludźmi, powodujące podziały społeczne. Ideologie gloryfikujące kogokolwiek z powodu krzywego nosa, powinny być prawnie napiętnowane a ich wyznawcy objęci procesem resocjalizacji. W wypadkach braku możliwości dostosowania się do wymogów społeczeństwa powinny być izolowane.","Społecznościowe platformy powstały by ludzie dzielili się poglądami, wiedzą czy pomysłami na życie. Trudno jest określić co powinno być mówione czy nie bo każdy zakaz spowoduje przeciwną reakcję. Jeśli nośniki medialne takie jak telewizja, prasa czy literatura zrezygnują z propagowania przemocy w każdym jej wymiarze, narracja rozmów między członkami społeczności internetowych, zapewne, ulegnie znacznej poprawie interpretacyjnej.",PL,Female,51.0,non-minority,pol,
R_12fpIKCs33y347T,1.0,100.0,"Nawoływanie do eksterminacji, eliminacji. dehumanizacja konkretnych osób lub grup ludzi","atak bezpośredni. atak osoby, a nie poglądu.",PL,Male,25.0,non-minority,pol,
R_12FqyYcttXsYtOF,0.0,99.0,"Mowa nienawiesci jest mocno naduzwywana. Mowa nienawiesci jest tylko i wylacznie wtedy, gdy osoba wypowiadajaca sie wykazuje agresje do swojego rozmowcy. Mowienie ze cos jest zle/nie zgadzanie sie z czyjas opinia/podejsciem nie jest mowa nienawiesci.","Jestem za wolnoscia slowa i przekonan. Skoro ktos moze mowic, ze uwaza sie za.konia, ktos inny musi miec prawo powiedziec, ze mu/jej sie to nie podoba.",PL,Female,26.0,non-minority,pol,
R_12iiGPVu5sm3j6x,1.0,100.0,Nawoływanie do przemocy wobec osob jakichkolwiek.,"Treści sprzecznych z prawem typu propagowanie ideologii faszystowskiej, rasizmu itp.",PL,Male,35.0,non-minority,pol,
R_12J8s2rAskFHvYR,1.0,100.0,"Nieżartobliwe, często bezpodstawne i celowo krzywdzące komentarze. Np. życzenie komuś śmierci, więzienia itp.","Lepiej wylać z siebie żar w sieci niż w rzeczywistości. Nic nie powinno się zakazywać, a co najwyżej wyciągać lekkie konsekwencje.",PL,Male,7.0,non-minority,pol,
R_12lQ9uUjuXHWLMK,1.0,100.0,"Negatywne, obraźliwe dla kogoś treści","Nie powinno być ograniczeń, pełna wolność słowa",PL,Male,3.0,non-minority,pol,
R_12MsRQOkJOZyJ2i,1.0,100.0,"Mową nienawiści określam wyrażenia/sformułowania, które w wielkim skrócie mają kogoś obrazić/umniejszyć. Moim zdaniem wolność słowa jest czymś, czego nie powinno się ograniczać z uwagi iż może to wywołać wręcz przeciwnie skutki, niż pierwotnie zakładano(rząd kontrolujący tą wolność mógłby używać tego do własnych celów, tak jak dzieje się to wciąż w krajach trzeciego świata lub w post sowieckim bloku). Aby zostać dobrze zrozumianym, pragnę nadmienić iż wolność słowa powinna niemniej być regulowana przez właścicieli mediów społecznościowych ściśle współpracujących z organami ścigania, co oznaczało by w praktyce odpowiedzialność prawną za swoje słowa, zwłaszcza te nawołujące jawnie do nienawiści do drugiej osoby lub przemocy. Dodatkową metodą zapobieganiu temu byłoby kontrolowanie przez jakiś organ prawny osób, które w przeszłości były już już karane za te same lub podobne wykroczenia.","W mediach społecznościowych tak jak już we wcześniejszym pytaniu opisałem, nie powinno zabraniać się/ukrywać treści zamieszczonej przez użytkowników, tylko kontrolować ją z uwzględnieniem odpowiedzialności prawnej w przypadku znieważania drugiej osoby/całej grupy, lub nawoływaniem do przemocy wobec niej.",PL,Male,10.0,non-minority,pol,
R_12r9cD1sOTUUEMr,1.0,100.0,Podżeganie do przemocy lub ograniczenia czyiś praw.,"Pomawiać, grozić przemocą, podżegać do przemocy, ujawniać treści poufnych, reklamować oszustw, udzielać porad niebezpiecznych dla zdrowia i życia, ogólnie nawoływać do popełniania czynów zabronionych prawem.",PL,Male,30.0,non-minority,pol,
R_12RNVT7geyZ76W1,0.0,99.0,"Nie definiowałbym pojęcia mowy nienawiści bezpośrednio.
Mowa nienawiści jest tym samym, co kogoś personalny kompas moralny i sumienie. Nie jest to opisywalne żadnym prostym stwierdzeniem typu ""to jest coś, co mnie nie obraża"", ponieważ wszystko w odpowiednich warunkach, jest obraźliwe. Coś co mnie obraża, coś co dla mnie jest wypowiedziane z nienawiści, nie będzie tym dla ciebie, ponieważ każdy ma inny bagaż doświadczeń i każdy odczywa inne rzeczy jako krzywdzące.","Według mnie jedynym czego nie wolno mówić, to tego że nie można czegoś mówić, ale de facto jest to zaprzeczeniem tego stwierdzenia samym w sobie.
Uważam, że nie ma takiej rzeczy, granica ta jest dla każdego płynna, więc lepiej żeby jej nie było, niż żeby była ustalana w trybie ""51% osób to pasuje, 49% nie, ale 51% to większość, więc postawmy tą granicę tutaj""",PL,Male,10.0,non-minority,pol,
R_12RrZhpb8gfZGTc,1.0,100.0,"""Mowa nienawiści"" to rozmyty termin bez konkretu, nie da się przewidzieć co kogo obrazi.
 Jeżeli już to jest to nawoływanie do wyrządzenia krzywdy wobec całej grupy ludzi, tylko na podstawie przynależności do danej grupy.","Wszystko, ale cel ataku powinien mieć możliwość wniesienia sprawy do sądu.",PL,Male,21.0,minority,pol,
R_12RXPafCkYj7p3W,0.0,99.0,"Zachęcanie do  przemocy,Narzucanie włanyh poglądów w sposób nieetyczny",Jak wyżej,PL,Female,61.0,non-minority,pol,
R_12xr1dVWmZSliVi,1.0,100.0,"W mojej opinii mowa nienawiści różni się od wyrażania niepopularnych/kontrowersyjnych poglądów (bo tego rozróżnienia realnie dotyczy ta definicja) przede wszystkim formą. Nawet kontrowersyjną opinię można wyrazić w sposób miękki i cywilizowany. Mowa nienawiści zaczyna się jak dla mnie tam, gdzie mamy do czynienia z wypowiedziami ordynarnymi, napastliwymi czy nawołującymi do przemocy. 
Dla przykładu: „Uważam, że homoseksualizm nie jest w porządku”, czy „Uważam, że Kościół celowo chroni pedofilów” to wyrażeni poglądów. Z kolei (z góry przepraszam za przykłady) „Dla gejów należałoby rozpalić znowu piece w Oświęcimiu” czy „Całą tą kościelną, pedofilską mafię należałoby wystrzelać” to już mowa nienawiści i nie powinno być na nią miejsca w przestrzeni publicznej.
Należy również rozróżnić wypowiedzi, które choć niemile i źle świadczące o autorze nie przekraczają granic dopuszczalnych w debacie publicznej oraz żarty. W tych przypadkach moim zdaniem jest to bardziej kwestia wyczucia, co jeszcze jest do zaakceptowania a co nie.","Osobiście uważam, że zasada powinna być identyczna jak gdyby wypowiedź została wykrzyczana przy środkach w miejscu publicznym. A więc wszystko co wulgarne, znieważające, czy nawołujące do przemocy powinno być zabronione",PL,Male,11.0,non-minority,pol,
R_12xWBoz0fh9DBjX,1.0,100.0,Wydumane pojęcie marksistowskich cwaniaków,Nie wolno ujawniać tajemnic Państwowych,PL,Male,33.0,non-minority,pol,
R_1A27DupKGjEslqx,1.0,100.0,"Słowa które które są obraźliwe dla innych osób np wyzywanie lub obrażanie, wyśmiewanie poglądów lub opinii innych bez poparcia w faktach",,PL,Male,6.0,non-minority,pol,
R_1B10oPeFKGIT9rb,1.0,100.0,"Taka, która nawołuje do przemocy wobec jednostki czy grupy","Nakłaniać do zabójstwa, przemocy, stosować słów uznanych powszechnie za obrazliwe",PL,Male,44.0,non-minority,pol,
R_1BUWavrvZZDIDUC,1.0,100.0,Mowa nienawiści według mnie to jawne zachęcanie do napaści i skrzywdzenia danej osoby lub grupy,Nie wolno mówić czego nie powinno się mówić ;),PL,Female,7.0,minority,pol,
R_1BVpU4FSONhwW30,1.0,100.0,Wypowiedź która wykazuje znaki pogardy bądź nienawiści wobec grupy/jednostki,W idealnym świecie nie byłoby ograniczeń,PL,Male,5.0,non-minority,pol,
R_1BYsq1MQLsWU1jz,1.0,100.0,"Moim zdaniem mowa nienawiści to nawoływanie do palenia kościołów,meczetów,synagog i innych domów molitwy innych wyznań.",Jest wolność słowa o ile jest?. Nikt nikomu nie powinien zamykać ''ust'' cenzurę to ja przechodziłem za ''komuny'',PL,Other,24.0,non-minority,pol,
R_1C9dZaIIuhQOJV8,1.0,100.0,"Groźby, życzenie śmierci lub uszczerbku na zdrowiu lub mienia, wyzwiska","Grozić, życzyć śmierci lub innej krzywdy
",PL,Male,4.0,non-minority,pol,
R_1Cd5oGuK5pbSuy4,0.0,99.0,Uważam że to wymyślone stwierdzenie określające coś co było z ludźmi od zawsze i zawsze będzie,"tresci zwiazanych z nazizmem, zabijaniu innych, otwartego obrażania przykładowo ty k*rwo ty c*uju, wbijanie szpilek czarny humor powinine być akceptowalny",PL,Male,6.0,non-minority,pol,
R_1CeYPWFEJmk89wp,1.0,100.0,"Skrajne poglądy nawołujące do krzywdzenia lub bezpośrednia ""nienawiść",Skrajne poglądy nawołujące do krzywdzenia ludzi lub zwierząt,PL,Male,6.0,non-minority,pol,
R_1CHpz14FgemkD5r,0.0,99.0,"Personalne poniżanie, natarczywe obelgi, wzywanie innych do zrobienia komuś krzywdy, wyśmiewanie.","Nie wolno wzywać do krzywdzenia innych, samosądu, namawiać do samobójstwa, zażywania narkotyków, podejmowania się ""wyzwań"", które mogą skończyć się wypadkiem, kalectwem, śmiercią kogokolwiek. itp.",PL,Female,47.0,non-minority,pol,
R_1CJZ5sT7ewCiAfc,1.0,100.0,"Bycie sfrustrowanym i dość głupim żeby bez przemyślenia swoje frustracje wrzucać w internety / celowe obrzucanie, gdzie każdy może to zobaczyć i ocenic","Groźby, reszte wypowiedzi internet sam oceni",PL,Female,14.0,minority,pol,
R_1CmyXPPFJsk8XQg,1.0,100.0,"Treści, które oceniają osobę a nie meritum wypowiedzi, w sposób uogólniony, oceniają negatywnie, mają na celu zdeprecjonowanie osoby a nie jej wypowiedzi, a także rozładowanie własnego napięcia i wrogości","Że ktoś jest gorszy od innych, używać słów obelżywych, życzyć komuś śmierci czy choroby, oceniać negatywnie rasę, płeć, wiek, narodowość, zdrowie, wygląd, orientację seksualną innych osób.",PL,Female,55.0,non-minority,pol,
R_1cSnpyQO5IGvwUX,1.0,100.0,"Podżeganie do przemocy i prześladowania, jawne nawoływanie do represji z powodów etnicznych, kulturowych, religijnych lub seksualnych. Czarny humor i ironia nie są prześladowaniem, wytykanie hipokryzji nie jest prześladowaniem.",Wolno wszystko. Wolność jest pełna albo jej w ogóle nie ma.,PL,Male,18.0,minority,pol,
R_1cV8KqBwy164nl0,0.0,99.0,"Negatywną ocenę osoby z powodu jej poglądów, argumenty ad personam","Poniżać, szkalować, nawoływać do przemocy",PL,Female,42.0,minority,pol,
R_1cXH0vVTQEymrqA,1.0,100.0,"Wypowiedzi uderzające w cechy, na które ludzie nie maja żadnego wpływu (rasa, pochodzenie, orientacja seksualna itp) oraz rożnego rodzaju groźby.","Nie należy pisać treści zagrażających i grożących innym grupom społecznym, mniejszościom.",PL,Female,4.0,minority,pol,
R_1d5DPQWAkbpdUEK,1.0,100.0,"Wymysł lewicy,",Treści pedofilskie.,PL,Male,20.0,non-minority,pol,
R_1d9QmQs3SWiwAgc,1.0,100.0,"Mowa nawołująca do przemocy fizycznej przedstawiona przez osobę wpływową, kiedy jasne jest, że jej wypowiedź nie miala charakteru żartobliwego",Wszystko wolno,PL,Male,3.0,minority,pol,
R_1DAAl0ssX8ViiWI,1.0,100.0,grożenie przemocą fizyczną. Nienawiść ze względu na pochodzenie/kolor skóry itp.,Doxxing i grożenie realną przemocą,PL,Male,15.0,minority,pol,
R_1db5TuOx8d5Gz2S,1.0,100.0,"Mowa nienawiści to moim zdaniem nawoływanie przez kogoś do obrazy czy też nienawiści w stosunku do jakiejś osoby, z brakiem jakiejkolwiek formy merytorycznej.",Nie wolno przekazywać treści/opinii/poglądów szkodliwych. Bagatelizowanie poważnych problemów cywilizacyjnych i środowiskowych.,PL,Male,5.0,non-minority,pol,
R_1dESUOmnYRq97ZS,1.0,100.0,"Jest to personalny atak na daną osobę, wyśmiewanie jej słabości. Powiedzenie, że weganie są głupi Bo.. nie jest mową nienawiści.",Cyfr na przodzie i odwrocie karty kredytowej,PL,Male,5.0,minority,pol,
R_1dEW1FArfuuE4FK,1.0,100.0,"Mowa nienawiści według mnie to nic innego jak definicja słowa nienawiść. Czyli mowa nacechowana nienawiścią. Uważam, że świat jest zbyt piękny i ludzie są cudowni. Nie powinni w sobie budować żadnych emocji związanych z uczuciem nienawiści do czegokolwiek, czy kogokolwiek. Tyle.","Przede wszystkim ludzie nie powinni obrażać się. Często w mediach społecznościowych brakuje zwyczajnie szacunku do drugiego człowieka. :( Uważam, że brakuje wielu ludziom szerszej perspektywy.. przez co ich jedynym argumentem jest atak, wyzywanie. Nie potrafią budować własnej narracji, asertywności, brakuje im argumentów. Wynika to z wielu kwestii. Szacunek to coś bardzo ważnego. Każdy z nas jest inny. Każdy z nas ma uczucia, nie obrażajmy się i słuchajmy. A jeśli nie chcemy kogoś wysłuchać, bo może czujemy się zmęczeni to nie róbmy niczego na siłę. Po prostu dajmy sobie więcej przestrzeni. Bez obrażania, bez trolowanie. Z szacunkiem.",PL,Male,22.0,minority,pol,
R_1dfQBxfnURR9FZH,1.0,100.0,"Groźby i wszystko co nawołuje do krzywdzenia drugiego człowieka, to że coś jest obraźliwe nie oznacza mowy nienawiści",Życzyć i grozić śmiercią lub krzywdą,PL,Male,8.0,non-minority,pol,
R_1dFTQGjU1GoQAit,1.0,100.0,Nawoływanie do przemocy wobec konkretnej osoby,,PL,Male,22.0,non-minority,pol,
R_1dHyGFbISLY0TSh,1.0,100.0,"Jest to mowa która nakłania do Przemocy FIZYCZNEJ. Prowadzi do takiej przemocy.
Słowne obrażanie ludzi to za mało na interwencje rządu.",Patrz wyżej,PL,Male,24.0,non-minority,pol,
R_1dM5GGHDdsIxK1Z,1.0,100.0,Gdy ktoś kogoś innego obraża ale konkretnie. Nie aluzje i wyimaginowane obrażanie.,"Jedynie nie wolno obrażać, czy łamać prawa. Dyskusja powinna być dopuszczona, nie można zakazywać poglądów czy tematów itp. Albo mamy demokrację i wolność słowa ze wszystkimi ich konsekwencjami, albo dyktaturę. Nie może byś równych i równiejszych.",PL,Male,34.0,non-minority,pol,
R_1dM5GYp13MvH39B,1.0,100.0,"Obrażanie kogoś ze względu na czyjąś inność tym samym zakładając, że ta osoba jest ""gorsza"" i nie należą jej się takie same prawa/przywileje.","Można mówić wszystko, na tym polega wolność słowa. Oczywiście groźby powinny być karalne, ale to, że nie zgadzamy się z czyjąś opinią nie znaczy, że powinniśmy ją cenzurować. Jest to dobre miejsce żeby rozpocząć konstruktywną dyskusję, co nigdy się nie wydarzy jeśli druga strona nie może się wypowiedzieć. Warto też dodać, że nikt nie jest odpowiedzialny za czyjeś zranione uczucia. Nie tylko na internecie, ale ogólnie w życiu warto przyjąć, że wszyscy jesteśmy inni i wszyscy mamy takie samo prawo do tej inności i to nigdy nie powinien być pretekst do ubliżania komuś. Grunt to się szanować, nie zgadzać we wszystkim. Więc nie, nie chciałabym żeby obraźliwe (dla mnie) opinie były cenzurowane, bo Ci ludzie, którzy je głoszą mają takie samo prawy, żeby je wyrazić jak i ja. Nie znaczy, że ja musze ich słuchać. :)",PL,Female,9.0,minority,pol,
R_1dMPlBH8JCnqPXL,1.0,100.0,"Brak szacunku wobec drugiej osoby. Można rozmawiać, skomentować, że to nie Twój pogląd, ale szydzenie i wyśmiewanie moim zdaniem jest mową nienawiści. Tak samo uważam za mowę nienawiści nakłanianie innych osób do szkalowania innych.","Nie wolno nakłaniać do zbrodni. Nie wolno też czynić czynów zabronionych w internecie (tutaj mam na myśli nagonki na osoby lub nękanie, ale nie wiem jak te czyny dokładnie nazwać).",PL,Female,9.0,minority,pol,
R_1DoG7jsmIu7RlYu,1.0,100.0,"Mowa nienawiści to brak umiejętności komunikacyjnych oraz wyraz bezsilności. Łatwiej jest szczekać niż prowadzić Dialog z ""ty"" lub zmienić otaczający nas świat.",Niczego i wszystkiego.,PL,Male,17.0,minority,pol,
R_1DSuTwzUCXLBiV8,1.0,100.0,,"Rzeczy nawołujących do popełnienia przestępstwa w rozumienia prawa, gróźb.",PL,Female,15.0,minority,pol,
R_1DU67rM2u2CTTdw,1.0,100.0,Nie jestem na tyle zagłębiony w temacie aby odpowiedzieć na 5o pytanie.,Nawoływać do zrobienia komuś krzywdy fizycznej.,PL,Male,9.0,minority,pol,
