ResponseId,Finished,Progress,open_hatedefinition,open_allow,UserLanguage,gender,birthyear,minority,country.x,country.y
R_10MGuugJrbPoT7v,1.0,100.0,"insanların duygularını incitecek, kendilerini değersiz hissetmelerine sebep olacak, hakaret, aşağılama içeren, kişisel haklarına saldıran, zarar verme amaçlı söylemler.","Kişisel haklara saldırı, tehtid, aşağılama, küfür, ırkçı söylemlere izin verilmemeli.",TR,Male,24.0,non-minority,tur,
R_10pgVNjJ6IY7RML,1.0,100.0,Tamamen subjektif bir görüş ve doğru bulmuyorum.,Doğru izin vermek yanlış olur.,TR,Male,66.0,non-minority,tur,
R_10pYmcxqGm6FNU3,1.0,100.0,Ötekileştirme,İktidar sahiplerinin ve trollerinin hakaret etmeleri engellenmeli .,TR,Female,33.0,non-minority,tur,
R_10u9vLJtbsye1b0,1.0,100.0,"Her türlü ırk, renk, dil, din, mezhep, bölge ve cins ayrımcılığı yapmak nefret söylemidir.","Sosyal medyada, trolleri kullanarak, yanlış algı oluşturma, doğru olan şeyleri yanlış gösterme, düşüncesini bildiren siyasî parti mensuplarına sözlü saldırıda bulunma, gerçek ve tüzel kişilere , spor takımlarına onların  onların oyuncu ve yöneticilerine sözlü saldırıda bulunma gibi düşünce ile ilgisi olmayan paylaşımlar ve yorumlar taşıyan her şey önlenmelidir.
Troller ve gerçek kişiler eliyle itibar suikastleri önlenmelidir. Yukarıdaki içerikleri taşıyan paylaşım ve yorumlar spama alınmalı, yayınlamadan önce kişiler uyarılmalıdur.",TR,Male,56.0,non-minority,tur,
R_10USsLfPAjTXKST,1.0,100.0,"Kişiye kendi hayatı hakkında saçma kırıcı cümleler kurmak
",Dış görünüşle alakalı olan nefret söylemleri beddualar kaldırılmalı,TR,Female,5.0,non-minority,tur,
R_110Y8l0Q250XyA0,1.0,100.0,Bana pis TÜRK DERSE.,Hükümet mesela insanlara sürtük gibi kelimeler kullanamaz.,TR,Female,60.0,non-minority,tur,
R_111HEgdAqZK52G8,1.0,100.0,Kendi içlerinde  yok edemedikleri kötü düşünceleri insanlara yansıtan ve onları sözel ruhsal açıdan kötü hissettirmeye yönelik söylenen hersey nefret söylemidir.,Bir ülkenin DİN DİL VE IRKINA karşı yapılan en ufak bir saygısızlığa izin verilmemelidir.,TR,Female,9.0,non-minority,tur,
R_115Sncy3jz50LLY,1.0,100.0,İnsanları fikirlerinden dolayı küçük düşürmek,Hakaret içeren sözlere izin verilmemeli,TR,Female,57.0,non-minority,tur,
R_11ayKXBSXAnwbQC,1.0,100.0,"Belli bir grubu hedef alan hakaret sözleri nefret söylemidir.
Hakaret etmeden elestime nefret değildir",Hakaret ve küfür sözleri engellenmeli,TR,Female,48.0,non-minority,tur,
R_11jQQ1Z1rZsPCrI,1.0,100.0,"çok ağır küfürler
çok ağır ırkçılık",çok ağır şeylere izin verilmemeli,TR,Female,7.0,minority,tur,
R_11ZMno1TsW9J6vs,1.0,100.0,dil din ayrımı yapan kendi dilini dinini öteki insanlara dayatan onları kendinden küçük gören ve kendisinin üstün bir ırk ve herşeyin sahibi sanan ve bunu süylemleriyle ifade edenlerdir,sosyal medya özgür olmalı ve devletlerin kontrolü altında olmamalı sosyal medyayı denetleyecek bağımsız kuruluşlar olmalı her devlet kendine göre sansürler cezalar vermemeli ama bazen devletlerde mecburen güvenlikleri için müdahale ediyorlar demekki bu bazen gerekli konu basit değil yani,TR,Male,29.0,minority,tur,
R_12clyCkgCyo8RTK,1.0,100.0,"""nefret söylemi"" denen şey otoriteler tarafından kendilerinden olmayan fikirleri bastırmak için uydurulmuştur.",İnsanlar düşüncelerini özgürce ifade edebilmeli.,TR,Male,3.0,non-minority,tur,
R_12h8e0hPYu5eA9j,1.0,100.0,Beden büyünlüğü ve varlığı ile ilgili bir olumsuz bir yargıda bulunulması,,TR,Female,25.0,non-minority,tur,
R_12hw2lYDWDSMVlR,1.0,100.0,Kişiden kişiye ve algıya göre değişebilen bir durum tanımı çok geniş ucu açık....,Bu anket soruları kadar saçma bir sistem aslında sosyal medya malesef kullanmaya egilimliyiz...,TR,Female,37.0,non-minority,tur,
R_12KIy7TFl1j281y,1.0,100.0,Dürüstlük ve liyakatli olmalıdır,Küfür ve saygısızlık,TR,Male,47.0,non-minority,tur,
R_12MsYCS5MA6sqCb,1.0,100.0,"Kişilerin fikir veya sahip oldukları özellikleri veya dahil olduğu toplulukları hor görmek, küçümsemek, aşağılamak","Herkes herkese her şekilde hakaret edebileceğini sanıyor. Saygı çerçevesinden uzak, küfür ve hakaretler olmamalı. Elimden gelse, sosyal medya ve internet kullanımı için ehliyet verip öyle kullanmalarını sağlardım. Özgürlük önemli, ancak sınırsız bir özgürlük olmadığını, diğer kişilerin özgürlüklerini de korumak gerektiğini öğretmek isterdim",TR,Female,32.0,non-minority,tur,
R_12Qmjp79xjqegjw,1.0,100.0,Birşeyden hoşlanmıyorsan ona karşı hissettiklerini ifade etme,Eşcinsellere ve feministlerin sözlerine izin verilmemeli çünkü söz kullanınca çok egoist olurlar özelliklerde feministler,TR,Male,24.0,non-minority,tur,
R_12R4EzpGTVsZGBW,1.0,100.0,belli bir kesmi hedef gösteren kışkırtıcı,nefret,TR,Female,4.0,non-minority,tur,
R_12R6cXDsGL8DM43,1.0,100.0,Umrumda bile değil,Herşey söyleme hakkı olması gerek düşünce lere yasak konulmamali,TR,Male,29.0,non-minority,tur,
R_12sZgt3irJU1ewQ,1.0,100.0,"Irk, renk dil din ve cinsiyete karşı yapılan aşağılamalar,  hakaretler ve suçlamalar",,TR,Male,30.0,non-minority,tur,
R_12zlBgGDFUvJSZE,1.0,100.0,İtici şeyler,,TR,Female,4.0,non-minority,tur,
R_1C7MT9aMedKejzx,1.0,100.0,"İnsanlar birbirlerine saygılı olmalı, fikirlerini özgürce ifade edebilmeli. Etnik kimlikleri yüzünden ayıplanmamalı. Dini inançlarına hakaret edilmemeli.",Hakaret ve küfür edilmemeli.,TR,Male,48.0,non-minority,tur,
R_1CBWUdZR3OtErYe,1.0,100.0,Kırıcı fasifsiz terbiyesizlik,Küfür tehdit alay konusu,TR,Female,5.0,minority,tur,
R_1CJfBhd7Rtcmals,1.0,100.0,Bir kişinin düşüncesine saygı duymayıp sadece ben merkezli bakan birisinin karşısındakine kin kusması.,"her şey nezaket kuralları içinde , küfür olmadan söylenebileceğini düşünüyorum.",TR,Male,4.0,non-minority,tur,
R_1CwEQha8m8mL90L,1.0,100.0,Kişisel sosyal ve ekonomik durumunu aşağılayan sözler,Hayır izin verilmemeli,TR,Female,29.0,minority,tur,
R_1d144UWnLHvYAp4,1.0,100.0,Xxx,Qqq,TR,Male,26.0,non-minority,tur,
R_1dA0cIsFZAI4vL6,1.0,100.0,"Kişinin karakterine, maneviyatına, ailesine, topluma, ülkesine, kısaca bireyi ilgilendiren var olması için gerekli olan yaşamalanına ve yaşam şartlarına yapılmış incitici, yargılayıcı, empati kuramayan, karakteri oturmamış, öfkesini başkasına yönelten, insanların söylemleri",Yukarıda yazdıklarıma,TR,Other,28.0,non-minority,tur,
R_1DFNASXrSLsiw0J,1.0,100.0,kişiye mesleğe fiziksel özelliklere siyasi görüşe hakaret din ve dil ırk ayrımcılığı,teröristlerin savunulmasına tarikatların büyücülerin sahte hocaların yalan  vaatlerine dolandırıcılara islama karşı her türlü söze insanların cinsel fotoğraf ve videolarla tehdit edilmesine izin verilmemeli,TR,Female,8.0,non-minority,tur,
R_1diPFwxIY5UP1wz,1.0,100.0,cinsiyet ve ırk ayrımı,küfür öldürme aşağılama vs.,TR,Female,4.0,minority,tur,
R_1dK0EtzLt4oMhRv,1.0,100.0,"Hoşgörü paradoksu, açıkçası nefret söylemini gördüğünüz anda anlarsınız.","Düzgün bir argümanı yoksa kimse konuşmamalı -5 iq insanların tek işi diğer kişilere saldırmak veya onlara argo/küfür etmek. Gelişen sosyal medya ile insanlarda değişiyor, geçen yıl olmaması gereken bu yıl olabiliyor.",TR,Male,3.0,minority,tur,
R_1dMhq7GmYYJdaf1,1.0,100.0,Yaşam hakkına tehdit.Dini inançlarına ve etnik kökenine hakaret.,Kişinin kötü bir duruma düşmesi isteniyorsa ve bu durum kişiye rencide edici bir ifadeyle söyleniyorsa,TR,Male,27.0,non-minority,tur,
R_1DnHT37k5FGqEp5,1.0,100.0,Zorbalık,"Herhangi birinin güvenliğini vb. riske atmayacak, aşağılayıcı vs. olmayan herşey",TR,Female,7.0,non-minority,tur,
R_1DNZKg5YL4bTWdi,1.0,100.0,Nefret söylemi diye bir şeyi kabul etmiyorum. Bazı görüşler veya ifade şekli bize aşırı gelse de bunlara yanıt farklı düşünenlerin bir araya gelip kendi görüşlerini anlatmalarıdır. Esas problem sivil toplum kuruluşları veya devletler tarafından desteklenen görüşlerin (bu kurumların finansal desteği ile) duyurulmasıdır. Her vatandaş kendisini rahatsız eden görüşlere karşı örgütlenmek zorundadır. Aksi durumda başına geleni hak eder,"Bu soruların hiç biri nefret söylemi içermiyor. Bu test bana her türlü aykırı görüşü sansürleme yolunda ilerleme niyetinde olduğunuzu gösteriyor. Aslinda ""saldırgan"" seçeneği bile olmamalı belki de. Bir feministin ""beyinsiz üreyici"" demesi veya bir feministe ""beyinsiz feminist"" demek Nefret Suçu veya Söylemi Olmamalı.
Eğer gerçekten nefret söylemi veya nefret suçu arıyorsanız onu yüzlerce yıldır bir arada yaşayan insanlara, örneğin Türkiye'de yaşayan Rumlar'a veya Ermeniler'e, Hristiyanlara, Aleviler vs ""hain, şerefsiz vs"" demek ya da sadece LGBT olduğu için insanlara hareket etmek hem nefret söylemi hem de şiddet teşvik etme riski taşıdığı için suç sayılabilir.  Göçmenlere karşı söylem ise her ne olursa olsun sadece eleştiridir. Adı üstünde ""yabancıdır"" söz konusu olan. Aynı şey zenginlerin, işverenlerin, ekonomik politikaların, uluslararası politikaların veya karar alıcıların eleştirilmesi için de geçerlidir. Bunlar da saldırgan veya nefret söylemi/suçu, hakaret vs. olarak nitelenemez. İfade özgürlüğü kabul edilen görüşün söylenmesi olarak tanımlanırsa sonuç ifade özgürlüğü olan bir toplum değil, Nazi Almanyası'nın ekonomik ve yaşam tarzı olarak liberal bir benzeri olur. Bu kadar özgürlük Nazi Almanyası nda da vardı. Parti'nin hoşuna giden ve dönemin popüler görüşlerini istediğiniz gibi ifade ediyordunuz. Bir seçim olmuyordu belki. Ama bugünkü medya gücü o dönemde de olsaydı, eminim seçimleri de iptal etmezlerdi zaten",TR,Male,33.0,minority,tur,
R_1dzYVb7OIUJUXLb,1.0,100.0,"Muhatabını, korkutan, şüphe uyandıran, tehdit eden her türlü hakaret, aşağılama, küfür ve tehdit nefret söylemidir.","Irkçı, küçük düşürücü, tehditkar paylaşımlarla, küçük çocukların erişebileceği ve onları zihnen ve gelişimsel her türlü olumsuz etkileyecek tüm söz, video, fotoğraf ve metinler.",TR,Male,28.0,non-minority,tur,
R_1eIVH4JzCTIZKtu,1.0,100.0,"Kişiyi psikolojik olarak negatif yönde etkileyen, kişiden kişiye farklı tepkiler alınabileceği için oldukça tehlikeli söylemler.","Cinsiyetçilik, cinayetler, eşcinsellik, kişi hakları, sosyal sorumluluklar, belli bir seviyeye kadar siyaset gibi konularda asla nefret söylemleri bulunmamalı. Acilen engellenmeli. Kimse her sabah uyandığında maalesef ki kadınlara yapılan hakaretleri işiterek , görerek yaşamak istemez.",TR,Female,7.0,non-minority,tur,
R_1eraY0WSiRmq5F7,1.0,100.0,Kisinin sahsina hakaret,Sahsa hakaret,TR,Female,3.0,minority,tur,
R_1eWz8rKSNxHAj21,1.0,100.0,Ülkemizde herkes özgür.Çok fazla özgürlük var.,,TR,Male,41.0,non-minority,tur,
R_1EXnMpwkh6fIONe,1.0,100.0,Irkından tercihlerinden cinsiyetinden  dolayı kişininin taciz edilmesi aşağılanması dışlanması.,İnsan onuru özsaygısını tehdit eden çocukların zarar göreceği içerikler.,TR,Male,38.0,non-minority,tur,
R_1ezSqSdHtX5yqE3,1.0,100.0,"Başka insanları veya grupları kişisel olarak hedef alan tehdit ve hakaret içerikli, ayrımcı, taraflı ve agresif söylemler.","Insanlara ve gruplara kişisel bir şekilde hedef alan hakaretler, tehditler, komplo teorileri veya propaganda gibi bilgi kirliliğini arttıracak ve insan gruplarını kişisel olarak incitebilecek net bir şekilde kötü niyetli söylemler.",TR,Male,3.0,non-minority,tur,
R_1F3WJ0GkQ3dgDO3,1.0,100.0,Nefret söylemi başkalarını digerierine karşı nefret oluşturmak için bilinçli yapılan her tür davranış,Sosyal medya özgür bir ortamda olmalı. Her türlü düşünce paylaşılabilir olmalı ve  sansür olmalı,TR,Female,32.0,minority,tur,
R_1f8bovIExRLuTnx,1.0,100.0,Kirmizi cizgileri vardir her bir bireyin onlara dokunmadigi surece nefret yada karsit gorus aynidir ama kirmizi cizgilerine dokunan her soz nefret saldiri ve siddet sayilir,Belli kistas ve kirmizi cizgiler disinda hersey ozgur olabilir,TR,Male,26.0,non-minority,tur,
R_1f9IPIx8P3lIHfK,1.0,100.0,İyi tanımlamıyorum,Nefret söyle mi taciz küfür felan gibi şeylere izin verilmemeli,TR,Female,7.0,non-minority,tur,
R_1f9srU8AmjDiqJn,1.0,100.0,Halkı kin ve düşmanlığa yöneltecek veya belli bir grubun ciddi zararına yol açsuçabilecek ifadeler.,Mevcut yasa koyucunun belirlediği suç kapsamına giren yada suçu özendirmeyecek her ifade sosyal medyada yer bulabilmelidir.,TR,Male,7.0,minority,tur,
R_1fadtWJBtu2GMMw,1.0,100.0,bir grubu veya düşünceyi hedef alan nefret söylemi,,TR,Male,29.0,minority,tur,
R_1FbMPa19gnpnXOz,1.0,100.0,"Irka ve dine , şahsa karşı nefret ifadeleri.","Kimseyi kurmadan , saldırmadan her şahıs güncel konular hakkında bilgi ve fikirlerini paylaşabilir.",TR,Male,51.0,non-minority,tur,
R_1fdC8AgJUScPBy3,1.0,100.0,"Kişilere karşı kullanılmış hakaret içerikli sözler örneğin; pislik , köpek,  a.. k... , seni si... gibi","Küfüre izin verilmemeli
Aşılayıcı söylemlere izin verilmemeli 
Örneğin, cinsel içerikli hakaretler yada sen şöylesin gibi benzetme hakaretleri",TR,Male,30.0,non-minority,tur,
R_1FeWlqG81QNtKzt,1.0,100.0,Kişinin kendi elinde olmayan seçemediği şeylere karşı olan nefret söylemleri örnek ırkı ailesi doğduğu çevre kişisel görünüşü,Irkına cinsiyetine kişisel görüşüne doğduğu çevreye ailesine,TR,Female,7.0,minority,tur,
R_1FJrpp47dviEgGI,1.0,100.0,Aşağılama küfür,,TR,Female,12.0,minority,tur,
R_1fmctuVHejWP5By,1.0,100.0,Alta yazdiklarim vs,Küfür hakaret kişinin dış gorunumuyle ilgili şaka adialtinda dalga geçilmesi vs,TR,Female,15.0,minority,tur,
R_1FrzHE6rslerTt2,1.0,100.0,Herkes düşüncelerinde  belli saygılı sınırlar içinde kişisel olarak  özgür olmalıdır.,Ahlak kuralları  geçerli olmalı,TR,Female,40.0,non-minority,tur,
R_1FS1c87MA98JGNR,0.0,99.0,"Ülkenin yönetiminde olan birinin ona oy vermeyenlere ‘zillet” ,sürtük” vs demesi nefret söylemidir",Ülke yönetiminde olan insanların hakaret içeren sözleri en ağıt şekilde cezalandırılmalıdır,TR,Female,31.0,minority,tur,
R_1FtZhEry29UoGwz,1.0,100.0,Yalan söyleyenlere nefret söylemi olarak değerlendiririm,Doğrular varsa kanıtları ile birlikte ve yasaklar kaldırılmasını savunma hakkı isterdim .,TR,Female,51.0,non-minority,tur,
R_1g8CMs3BnpXBASt,1.0,100.0,"Pek çok insan bilmediği veya anlayamadığı şeylere karşı çok önyargı ve nefret dolu oluyor örneğin lgbt veya başka bir dinsel, felsefi inanıştan olanlara karşı. Kişisel meselelere izinsiz sözlü veya fiziksel müdahale edilmesi. Hakaret, küfürler veya tehditler. Psikolojik baskı ve korku aşılamak, manipülasyon.","Tehdit, şantaj olmamalı. Kimsenin yaşantısına, inancına, kıyafetine müdahale etmeye ve herhangi bir şeyi zorla yaptırmaya veya dayatılmaya çalışılmamalı.",TR,Female,4.0,non-minority,tur,
R_1GC7CLsznnMBSeT,1.0,100.0,"Görüşleri dolayısıyla bireyleri  isim, yer ve adres göstererek hedef haline getiren, olası bir  kast ile hareket ederek diğer birey veya bireylerin  ifade özgürlüğünü, mal ve canını tehdit ve tahkir yoluyla kısıtlayan ve yasalarla belirlenmiş her türlü suç teşkil edecek hareketlerdir.","Evrensel etik değerler ve yasalar ile belirlenmiş alanın dışında hiç bir görüş, bilgi, ifade ve haber; hiç bir hükümet , kurum ve topluluk ve birey tarafından engellenemez.Sansürün her tür ve biçimine karşıyım.",TR,Male,38.0,minority,tur,
R_1gNEV2gDeaxuMXQ,0.0,99.0,Kişinin kişiye yaptığı direkt hakaretler,Kişinin kişiye hakareti ve yalan yazma,TR,Male,48.0,non-minority,tur,
R_1gqKT5fm3PGyzcl,1.0,100.0,Bana aileme arkadaşlarım için. Söylenen her kötü söz,,TR,Female,27.0,minority,tur,
R_1gtPjz5UA3CGnE8,1.0,100.0,Saldırganlık içeren söylemler kişi/leri ve grupları kışkırtıcı söylemler,Aşırı kışkırtıcı söylemler,TR,Female,5.0,minority,tur,
R_1GwZ0ZDGMgu8wnP,1.0,100.0,Bir dusunceyi aciklamakta karşı tarafı veya düşünceye saldıran bicim,"Küfür, aşağılama içeren cümleler
",TR,Female,40.0,non-minority,tur,
R_1H6oGUu2NeWdmPM,1.0,100.0,Agir hakaret  Yasam hakkinda tehdit.,Agir kufur. Toplumu kiskirtici mesaj,TR,Male,38.0,minority,tur,
R_1H8BDruWDDMRwU0,1.0,100.0,İnsanlık onurunu zedeleyen ve yüzde yüze yakın bir oranla insanların hoş karşılamayacağı şeyler olabilir ancak.Kalan kısmı eleştirme hakkı olarak kabul edilmeli bence eğer küfür ve ağır hakaret içermiyorsa.....,"Duymak istemeyeceğimiz şeyleri doğru bir biçimde sınıflandırmadan ,Kime ya da neye göre doğru olup olmadığı çok ta kesin olmayan düşüncelerin ifade edilmesinin yasaklanması Demokrasi veya düşünce özgürlüğü çerçevesine uymaz.Eğer çok çok rahatsız edici ve mide bulandırıcı değil ise söylenmeli,Söylenmeli ki gereği halinde yanlışlığı ispatlanma ve beyan edene doğru olmadığı gerekçeleriyle ispatlanabilsin.....",TR,Male,42.0,non-minority,tur,
R_1hAuk7FBPGbfZ57,1.0,100.0,"Bir grubu tehdit ve grubun yaşamına müdahale içeren, bu gruba yönelik toplu reaksiyonu tetikleyecek nitelikte olup söz konusu grubun insan haklarını ve özgürlüklerini tehlikeye atabilecek her türlü söz, eylem ve davranışlar nefret söylemidir. Herkes birbirinin fikir ve görüşlerine saygı göstermelidir. Ancak kendisini koruyamayacak durumda olan bireyleri, grupları tehlikeye atan ve onlara karşı müdahale çağrısı içeren her türlü söz, eylem ve davranış otoritelerce kontrol altında tutulmak zorundadır. Yani mesela yasal olarak çocuk yaşta evliliği yasaklayıp sonra da siyasal çıkarlar için çocuğa tecavüzü meşru gösterenlere destek veremezsiniz çünkü çocuk kendisini koruyamaz. Ya da İstanbul'un göbeğinde LGBTQ karşıtı nefret yürüyüşü örgütlenmesine izin veremezsiniz çünkü bu grubun kendi kendini koruma gücü sınırlıdır. Başkasının varlığına, yaşamına, özgürlüklerine müdahale/yasaklama/cezalandırma içeren tüm söz, eylem ve davranışlar nefret söylemidir. Ben türbanlı kadını başını açmaya zorlayacak söylem ve eylem göstermiyorsam o da benim yaşam biçimime müdahale edecek bir söylem veya eylem göstermeyecektir. Beğenmeyebilir, eleştirebilir ama bana zorla başımı örtmemi sağlamayı amaçlayan baskı oluşturacak bir söylem, eylem tamamen nefret içeriklidir. Herkes yek diğerinin hakkına saygı göstermelidir.","Bir kaç örnekle: Çocuk evlilikleri yasallaşsın. LGBTQ lara sırf öyle oldukları için ceza verilsin/ hepsi öldürülsün. Ömrü koca eziyetiyle geçmiş ve boşanmış kadının nafakası kesilsin/yasaklansın. Kadınlar ekonomik hayata katılmasın evde oturup çocuk doğursun. Bütün kadınların başı kapatılsın. Bütün göçmenler sınır dışı edilsin. Bunları söyleyemezsiniz, söylenmesine, yayılmasına, geniş kitlelerce kabul görüp örgütlü nefrete dönüşmesine izin veremezsiniz, çünkü başkasının hakları, özgürlükleri ve yaşam biçimini tehdit ediyorlar. Bunları düşünebilir insanlar ama sosyal medya böyle bir grubun oluşup genişlemesine ve kitleselleşmesine göz yumarsa bir gün sosyal medya da olmaz.",TR,Female,34.0,minority,tur,
R_1HiV5f6tgif1Wwl,1.0,100.0,Toplumu kin ve düşmanlığa sevk eden insanları birbirinden uzaklaştıran söylemler,İnanç ve siyasi görüşlerle ilgili konularda hakarete aşağılanmaya varan söylemlere izin verilmemelidir,TR,Female,26.0,minority,tur,
R_1Hjbbc23Uizi5MU,1.0,100.0,"ırkçı, homofobik, yobaz söylemler, insan vucudunu alaya alma vb küfür ve şiddet teşebbüsü.",,TR,Female,6.0,minority,tur,
R_1iapAookaBsGhbq,1.0,100.0,"Belli bir gurup insanın varlığı veyaşam hakları tehdit altında ise.yıkıcı fikirler yasak olmalı.bunun dışında herkes rahatça fikrini ifade edip,tartışabilmeli.",,TR,Male,44.0,non-minority,tur,
R_1IGlCkcg87YVoK7,1.0,100.0,Bir başkasını aşağılamak amaçlı eylem,Hakaret ve aşağılayıcı küçümseyici nefret söylemi olabilir,TR,Male,3.0,minority,tur,
R_1Ii1vQu6hy5gf2i,1.0,100.0,"nefretin bir duygu olduğuna dair bir çıkarımdan yola çıkarak ayrımcı
söylem türlerinin tümünün duygularla ilintili bir boyutu olduğunu öne sürmek bir grubun başka bir gruba karşı olması gibi bir gerçeği gözardı etmeye yol açmaktadır","genel olarak nefret söylemi belirli bir kişiye veya gruba yönlendirilmiş her
türlü “dışlayıcı söylem” olarak ele alınmaktadır. aslında nefret söylemi ideolojik bir durustur...",TR,Female,45.0,non-minority,tur,
R_1IKsnCTqR098apL,1.0,100.0,"Eleştirel dilin dışına çıkarak insanların her türlü fikrinin, görüşünün, dış görünüşünün, haklarının vs aşağılayıcı, rencide edici sözlerle dile getirilmesi benim tanımlayabileceğim 'nefret söylemi' kavramıdır.",,TR,Male,14.0,minority,tur,
R_1ILXeeVYr64JpyP,1.0,100.0,Fikirler açıkça söylenebilmeli bir komünistin bir kapitaliste sevgi besleyecegini düşünmek yada bir müslümanin bir seküler sevgi besleyecegini düşünmek ahmaklık olur tehdit olmadıği sürece özgürluk olmalı bence,Tehdit hariç her şey söylenebilir,TR,Male,15.0,minority,tur,
R_1IMpFgVLqhZlTns,1.0,100.0,"Nefret söylemi, birisini incitebilecek herhangi bir sözdür. Ancak kesinlikle söylenen söz ne kadar ağır olduğu önemli olmaksızın, söyleyen kişi devlet tarafından cezalandırılmamalıdır. (Hapis, para cezası vb.)",“Sosyal medya” sosyal medya şirketlerinin özel bir mülküdür. Burada söylenen şeylerin kısıtlanıp kısıtlanmayacağı da bu şirketlerin elindedir. Zaten kullanıcı kaybetmek istemeyen şirketler ileri düzeyde rahatsız edici insanları banlar.,TR,Male,3.0,minority,tur,
R_1iqfFNpoAGnjYzB,1.0,100.0,"Taciz, hakaret, küfür, karalama, yalan haber, vs.",Düşünce özgürlüğü olmalı ama insani olarak kimseyi kırmaktan yana değilim.,TR,Female,7.0,non-minority,tur,
R_1irf1TjAUSvd3DY,1.0,100.0,"""ötekini"" aşağılayan,dışlayan,hakaret eden ve otekilestiren her söylem ""nefret söylemi""dir.","Hakaret,aşağılama,baskılama,ırk,renk,inanç ya da fikirlerin ötekilestirilmesine izin verilmemeli",TR,Male,42.0,non-minority,tur,
R_1isc2OZIYhfxlCx,1.0,100.0,"Din dil ırk cinsel yönelim ulusal aidiyet gibi konularda ozellikle azınlık ve dezavantajlı konumda olan gruplara yönelik geliştirilen ve onların zarar görmesi, yok edilmesi,  asagilanmasini teşvik eden yazılı ve sözlü içerikler",Nefret söylemine asla izin verilmemeli.,TR,Male,30.0,minority,tur,
R_1isRWV6NctGEoXA,0.0,99.0,"Bir gruba yönelik, hedef gösterici, linç kültürünü ilgili gruba yoğunlaştırmaya çalışan, baskılayıcı, korku kültürü ile sansürlemeye çalışılan tüm söylemler nefret söylemi olarak kabul edilebilir.",Sosyal medyada herkes düşüncelerini paylaşmakta özgürdür ancak kendi düşünceleri ile insanları ötekileştirmeye yönlendirmek bir kişinin can sağlığını tehlikeye atmak kişilik haklarını ihlal etmek ve benzeri içerikler kontrol edilmeli,TR,Female,17.0,non-minority,tur,
R_1ITuBUgUsOvcyU1,1.0,100.0,Kişinin karşı tarafa fiziksel veya ruhsal zarara niyet ettiğini belirtisi olan söylemler,"Şiddet,yasaklayıcı ve cezalandırıcı ayrımlar",TR,Female,10.0,non-minority,tur,
