ResponseId,Finished,Progress,open_hatedefinition,open_allow,UserLanguage,gender,birthyear,minority,country.x,country.y
R_0rElGCs7VQANcyt,1.0,100.0,Wenn eine grundsätzliche hasserfüllte Ansicht erkennbar ist. Vor allem wenn daraus potentiell Gefahr für andere ausgeht.,"Alles mit dem man jemanden oder eine Gruppe bedroht, schwer beleidigt oder bei dem Hass sichtbar wird. Des weiteren, oder darin enthaltenen, Aussagen die, sofern sie entsprechende Taten nach sich ziehen, (unschuldigen) Menschen (erheblich) schaden können.
Kleinere Beleidigungen oder unangenehme Ansichten sollte man aushalten können. Man kann argumentativ dagegen vorgehen.",DE,Male,23.0,minority,ger,
R_0ro6Pk3RXfvBNvj,1.0,100.0,Wenn es entweder Individuen direkt oder Individuen aufgrund ihrer Zugehörigkeit zu einer Gruppe stark bedroht (z.B. mit dem Tod).,"Starke Drohungen, Slurs",DE,Female,12.0,non-minority,ger,
R_0SMcVVvyC4fmXOV,1.0,100.0,Wenn es persönlich wird und ein Mensch direkt angegriffen wird.,Sagen sollte man erstmal alles dürfen. Nur keine persönlichen Beleidigungen.,DE,Male,49.0,non-minority,ger,
R_0TbASZ47P0mz3c5,1.0,100.0,"Wenn Inhalte klar beleidigend formuliert werden bzw. Morddrohungen, oder antisemitisch sind.","Morddrohungen, klare Beleidigungen wie z.B. ""du wichser"" oder ähnliches.
",DE,Female,24.0,non-minority,ger,
R_0ufqeVZkS7VO5wd,1.0,100.0,"Das Wort hassrede,kann man speziell nicht definieren,in den jetzt herrschenden Zeiten,da viele Meinungen in Vordergrund rücken entstehen solche Zustände,die man schnell als sogenannte hassrede bezeichnet,im Grunde denke ich das dieses mehr Verzweiflung ist und eine Art Angst alles zu verlieren,bei mir ist es so/hassrede=wutrede und diese herrscht,durch viele Fehlentscheidungen besonders hier imlande,also Menschen die ich nicht kenne,kann ich nicht hassen,nur das geschriebene,kann in mir Wut und Verzweiflung hervorrufen","Solche soziale Medien sind meiner Meinung da ,sich mit allem auseinander zusetzen und seine ehrliche Meinung auch sagen zu dürfen egal ob sich einer angegriffen fühlt oder nicht und das ist Freiheit alles andere wäre Zensur und Verdeckung von tatsachen,denn im wahren leben muss man ja auch alles ertragen was andere einen vorgeben",DE,Male,43.0,non-minority,ger,
R_10AGT9dNSNm2aWu,1.0,100.0,Aufruf zu Gewalt gegen Personen oder Gruppen.,"Personen direkt beleidigen oder bedrohen.

Manches finde ich nicht schön. Muss aber toleriert werden.",DE,Female,23.0,non-minority,ger,
R_10Cq62lFBPFmYQg,1.0,100.0,"Es gibt keine Definition von Hassrede. Es ist ein politischer Kampfbegriff, der nach Belieben eingesetzt wird.",Aufruf zu Gewalt und Mord.,DE,Male,61.0,minority,ger,
R_10CxAManrwHKKCK,1.0,100.0,Geht nicht. Ist Einzelfall abhängig.,das was gegen geltende Gesetze verstößt.,DE,Male,26.0,minority,ger,
R_10MI1p3BcYZEIlj,1.0,100.0,"Persönliche verbale Angriffe, die sich gegen Leib und Leben richten.Abs","Abstoßende Worte, die Menschen zutiefst beleidigen könnten.",DE,Female,61.0,non-minority,ger,
R_10N3XVaHY4uzjdm,1.0,100.0,"Das aufhätzen von anderen gegen soziale oder gesellschaftliche Gruppen.
Zb.: ""alle schwulen gehören hingerichtet.""
Oder "" tot allen...""","Wie wäre es mit Dingen die im Land des Verfassers sowieso verboten sind?
In Deutschland zum Beispiel hättze gegen Minderheiten oder die Holocaust Leugnung.",DE,Male,17.0,non-minority,ger,
R_10oXYkxEpuft3QE,1.0,100.0,"Beleidigende, respektlose Äußerungen","Beleidigungen (z.B. Dinge, die man der polizei nicht sagen darf -Beamtenbeleidigung)",DE,Female,11.0,minority,ger,
R_10pCiZ9aVkEchBt,1.0,100.0,"Wenn dazu aufgerufen wird, egal welche Gruppe, Religion, Staatsangehörigkeit usw, wenn dazu aufgerufen wird, Leib und Leben zu gefährden oder zu beeinflussen.",Nichts,DE,Male,28.0,minority,ger,
R_10peZX6HnZKV5IP,1.0,100.0,Androhung von Gewalt. Gezieltes belästigen und Mobbing. Etc,"Für mich ist Gewalt, und drohen das einzige was nicht gehen darf und reguliert werden sollte. 

Ich sehe Aussagen die potentiell jemanden beleidigen könnten nicht so dramatisch dass sie zensiert werden sollen. Und das sage ich als jemand der lange gemobbt wurde (sowohl off als auch online)",DE,Male,14.0,non-minority,ger,
R_10PneWp8k6xuPEW,1.0,100.0,"Drohungen (gegen Iniidividuen oder Gruppen), Gewaltaufforderungen, Äußerungen von Hass auf Bevölkerungsgruppen aufgrund ethnischer Zugehörigkeit, sexueller Orientierung, Herkunft, Religion usw., sehr heftige persönliche Beleidigungen (""du Fotze!"")...","Alles, was strafrechtlich unter Paragraphen wie Verleumdung, Aufruf zu Gewalt, Volksverhetzung (§ 130), Billigung von Völkermord, Beleidigung (in den strafrechtlich relevanten Fällen) und weitere relevante Paragraphen fällt",DE,Male,45.0,non-minority,ger,
R_10q1nrA33xoiP0C,1.0,100.0,"Äußerungen, die zur Gewalt aufrufen aufgrund arbiträrer Zugehörigkeitsmerkmale (Hautfarbe, Herkunft, Geschlecht etc) oder diese gutheißen.","Morddrohungen
Gewaltaufrufe
",DE,Male,22.0,non-minority,ger,
R_10uRrfOsjdLR6Eg,1.0,100.0,"Extreme Beschimpfungen, Gewaltandrohungen, Aufrufe zu Gewalt oder zu Diskriminierung","Aufrufe zu Gewalt oder Gewaltandrohungen, extreme Beschimpfungen",DE,Female,5.0,minority,ger,
R_10vFiOf5QnBMgJh,1.0,100.0,,Alles,DE,Male,44.0,minority,ger,
R_10wsYmQtDwyBk9a,1.0,100.0,,"Antisemitismus, Wokeness, Cancel Culture, Todes-/Gewalt-Drohungen, Rassismus",DE,Male,44.0,non-minority,ger,
R_10YFRNDxfN6Z5bD,1.0,100.0,Wenn jemand wirklich massiv beleidigt wird und wenn zu Gewalt gegen Personen aufgerufen wird.,Aufruf zu Gewalttaten.,DE,Male,51.0,non-minority,ger,
R_10YhHGaVkWwyJKi,1.0,100.0,"Wenn man die andere Person mundtot zu machen versucht. Zuspitzungen, eigene Wünsche sowie Zurechtweisungen sind oft gehässig, aber keine Hassrede.",Nichts. Höfliche Leute nutzen moderierte Plattformen.,DE,Male,23.0,minority,ger,
R_116qrbPEHR8VdNo,1.0,100.0,"Man sollte in sozialen Netzwerken wie in richtigen Leben toleranz üben . 
Und zwar Toleranz im eigenendlichen Sinne ... Die Meinung des Gegenüber AUSHALTEN und nicht niedermachen nur weil es seine eigene Meinung gegenübersteht .","Man sollte keine Mitmenschen als Nazi bezeichen dürfen nur weil er die eigene Meinung nicht teil . 
Damit relativiert man die Verbrechen im dritten Reich",DE,Male,37.0,minority,ger,
R_11auf97y04H0bS5,0.0,99.0,"Die Gefahr besteht in den Interpretationsmöglichkeiten! Letztlich kann man fast immer ""Hass"" unterstellen und damit jede missliebige Meinung delegitimieren. Weise ich beispielsweise darauf hin, dass man auf den Fahndungsfotos der Polizei fast nur Migranten sieht, ist dies eine objektiv belegbare Tatsache. Man kann sie aber leicht als ""Hass"" fehlinterpretieren. Diese Gefahr einer Verengung des zulässigen ""Meinungskorridors"" halte ich für so immens, dass es mir lieber ist, wenn Menschen auch ""eklige"" Dinge sagen können. Ich kann dann als mündiger Mensch selbst entscheiden, was ich davon halte.","Fast alles sollte man sagen dürfen, da Abgrenzungen immer willkürlich sind. Ich kann dann selbst entscheiden, wenn ich für mich blockiere. Es ist mir lieber, jemand kann behaupten, dass die Erde eine Scheibe ist als dass scheinobjektive ""Faktenchecker"" für sich in Anspruch nehmen zu entscheiden, was ""die Wahrheit"" ist. Nur bei extremen persönlichen Beleidungen (""Sie sind ein Dreckschwein"", ""Scheiß-Kanacke"") ist für mich die Grenze wirklich überschritten.",DE,Male,44.0,non-minority,ger,
R_11dus50aQsT82le,1.0,100.0,Wer in den Wald hinein ruft sollte auch das Echo vertragen können.,Nichts Freiheit ist das Höchste gut. Alles andere ist Diktatur und Unterdrückung.,DE,Male,9.0,non-minority,ger,
R_11gUBhZ84twfQY4,1.0,100.0,Reden bei denen Beschimpfungen angewandt werden. Reden bei deben mit direkter oder indirekter Gewalt gedroht wird. Reden in denen andere mit Gewalttaten oder illegalen Handlungen in Verbindung gebracht werden.,"S.o. ( z.B. Gruppe x sind Mörder, Vergewaltiger etc./ Person x wird Gewalt angedroht oder Gewalt wird befürwortet/direkte Beleidungen durch Schimpfworte etc.)",DE,Female,26.0,non-minority,ger,
R_11h0qbOyLCZk7J9,1.0,100.0,"Zutiefst verletzend, illegal","verletzende, beleidigende Dinge",DE,Female,36.0,non-minority,ger,
R_11jSW6UeAcjz4me,1.0,100.0,,Alles was nicht strafbewährt ist muss auch gesagt werden können.,DE,Male,25.0,minority,ger,
R_11YFTs3bY6XPR1w,0.0,99.0,"provokative, herablassende, verläumdende Äusserungen wegen Nationalität, äusseren Merkmalen, Relgionszugehörigkeit, Geschlecht, politischer Einstellung","Beleidigungen, Schmähungen, herablassende Äusserungen",DE,Male,36.0,non-minority,ger,
R_128SgP4vIi5YS52,1.0,100.0,Mit dem Begriff kann ich nicht wirklich etwas anfangen. Ich empfinde ihn als eine diffuse Bezeichnung für unliebsame Inhalte verschiedener Couleur ohne rechtliche Grundlage,"Strafbare Inhalte nach aktueller Gesetzeslage, z. B.  Verherrlichung der NS-Zeit und direkte persönliche Bedrohungen",DE,Female,40.0,non-minority,ger,
R_128WtEnRddtQryu,1.0,100.0,"In Deutschland wird Hassrede gefühlt nur in eine Richtung wahrgenommen. Solang es salonfähig ist, Hassrede gegenüber Deutschen als legitim anzusehen, fällt es daher schwer eine geeignete Definition zu formulieren. Denn offensichtlich greift die bestehende Defintion in eine bestimmte Richtung jetzt schon nicht.","Einzig der Aufruf zu Straftaten sollte unter Strafe gestellt werden. Dies stellt ohnehin keine Meinung dar. Für alles andere muss ein dickes Fell und eine gesunde Diskussionskultur herhalten und ausreichen. Dass es beides auf Grund der Cancel Culture kaum bis nicht mehr gibt ist ein wichtiger Grund dafür, weshalb die Gesellschaft der heutigen Spaltung unterliegt.",DE,Male,22.0,non-minority,ger,
R_129jJj9CCkagBc2,1.0,100.0,"Nachrichten, die ganz klar auf bestimmte Gruppen bösartig abzielen. Aber auch Nachrichten, die versteckte Andeutungen machen.","Es sollte grundsätzlich nicht erlaubt sein, abwertende Formulierungen oder Hetzereien gegen bestimmte Minderheiten vom Stapel zu lassen.",DE,Female,20.0,non-minority,ger,
R_12AbwQ121BGMIK6,1.0,100.0,"Hassrede geht über den Tatbestand von persönlicher Beleidigungen hinaus und zielt auf Herabsetzung, Diffamierung und Bedrohung ganzer Bevölkerungsgruppen im allgemeinen Sinne ab.","Bedrohungen mit dem Tod, Aufruf zu moralisch verwerflichen Dingen (im westeuropäischen Sinn)",DE,Male,30.0,minority,ger,
R_12ao8AlXdGJ2olX,1.0,100.0,"Verleumdung, üble Nachrede, Beleidigung, Androhung von Gewalt.",siehe oben,DE,Male,52.0,non-minority,ger,
R_12c2S8YcYY1L3hz,1.0,100.0,Gar nicht. Am Anfang war das Wort. Das ist immer frei. Jeder ist Herr seiner Worte.,Gar nichts.Jede Meinung ist ein Teil eines grossen Ganzen. Es sollte nichts reglementiert werden.,DE,Male,41.0,non-minority,ger,
R_12Drt40kMSsB2go,1.0,100.0,"Beleidigungen, die sich auf eine bestimmte Gruppe von Menschen beziehen und andere dazu auffordern fies auch so zu sehen",,DE,Female,42.0,non-minority,ger,
R_12DSBnOIjNYPuOG,1.0,100.0,"Ist ein vollkommen bescheuerter und in einem Rechtsstaat irrelevanter Propagandabegriff.
Dieser Begriff dient nur der Einschränkung der Meinungsfreiheit.
Beleidigung ist justitiabel, alles andere erlaubt!",Justitiable Aussagen,DE,Other,48.0,minority,ger,
R_12eRSRts1Q7NN4W,1.0,100.0,Verbale Attacken gegen alles und jeden. Motto : Hauptsache dagegen.,Generell gilt Meinungsfreiheit. Es kommt jedoch auf die Art/Ausdrucksweise an. Bedrohungen und Beleidigungen sollten nachhaltig geahndet werden.,DE,Female,58.0,non-minority,ger,
R_12G31Uxt1cjDsRN,0.0,99.0,"Hassrede ist für jede Äußerung die einzelne oder eine Gruppe von Personen diffamiert, aufgrund einer Eigenschaft beleidigt und/oder Nachteile wegen dieser Eigenschaft fordert.",Die Forderung Menschen aufgrund einer Eigenschaft (Grund-)Rechte abzusprechen.,DE,Male,29.0,non-minority,ger,
R_12Pui3IAF9CQ5cp,1.0,100.0,"Alles, was dazu geeignet ist, unreflektiert bestimmte Personengruppen zu diffamieren, beleidigen, verletzen","Nazi-Gedankengut, Reichsbürger-Ideologien, Verschwörungsmist, Donald Trump sollte GAR KEINE Plattform bekommen....",DE,Female,45.0,minority,ger,
R_12QMyeJctq1y0B3,1.0,100.0,"Sobald jemand diskriminiert wird.
Todesdrohungen
Naziparolen",Siehe oben,DE,Female,45.0,non-minority,ger,
R_12R0sZcMgJhwYRe,1.0,100.0,Persönlich angreifende bzw. gegen eine ethnische Gruppe gerichtete Äußerung die zum Tod/Verachtung aufruft bzw. diese Persona7ethnische Gruppe stark verunglimpft,Persönlich angreifende bzw. gegen jedwede ethnische Gruppe gerichtete Äußerung die zum Tod/Verachtung/Gewalt dagegen aufruft bzw. diese Personen/ethnische Gruppe stark verunglimpft,DE,Male,41.0,non-minority,ger,
R_12R7qteDqeD6PJP,1.0,100.0,"Hassrede ist Hetze gegenüber Andersdenkende, vorwiegend ausgehend von politisch Linker Seite",Antisemitismus,DE,Male,59.0,minority,ger,
R_12r9nCnK0WaVVWi,1.0,100.0,"Eine persönliche, diffamierte Äußerung, gegen eine Person.",,DE,Male,51.0,non-minority,ger,
R_12sfOxckwttUGru,1.0,100.0,"Persönliche Beleidigung auf Grund des Geschlechtes, der Einstellung zu wichtigen Verhaltensweisen und Meinungen. 
Die Wortwahl sollte man genau überlegen.","Gewaltdarstellungen veröffentlichen, weil sie zu Wutausbrüchen animieren und deshalb richtigerweise rechtlich verfolgt werden.",DE,Female,58.0,non-minority,ger,
R_12sS9Xh45NX7GGh,1.0,100.0,Ich kann Hassrede nicht definieren. Es gibt für mich nicht so etwas wie Hassreden.,Man sollte alles in sozialen Medien sagen dürfen. ALLES.,DE,Male,50.0,non-minority,ger,
R_1ALwI8sWtEQM6uB,1.0,100.0,"Alles was mit Gewaltandrohung zu tun hat z.b. Androhung von Vergewaltigung, Todeswünsche etc... Rassistische Äußerungen",Siehe vorherige Antworten und persönliche Beleidigungen,DE,Female,28.0,non-minority,ger,
R_1BPofzQh886MHcL,1.0,100.0,Hassrede bedeutet für mich einen Menschen diskriminierend zu beschimpfen und mit seiner Aussage diese Diffamierung als Aufruf zum Hass gegen diesen Menschen oder Menschengruppe hat.,"Vernichtendes. Das kann von hasserfüllten Beleidigungen, Diskriminierungen jeglicher Art sein, die die Würde des Menschen angreifen und das Ziel haben, genau dies zu postulieren, um gefährlichen Zuspruch sucht und damit den Mensch eindeutig bedrohlich nahe kommen und um ihn gezielt zu verletzen, beleidigen, psychische Gewalt anzuwenden, bis hin zur tats. Gewaltbereitschaft aufruft/Umsetzt.",DE,Male,32.0,non-minority,ger,
R_1BPYActN0TgFBIj,1.0,100.0,"Ein gesellschaftliches Konstrukt, erdacht von politisch Interessierten oder Aktiven, die glauben links zu sein, de fakto aber eigentlich eher faschistische Züge haben.","Man sollte alles sagen dürfen, dessen Konsequenzen der Sagende zu ertragen bereit ist.

Interessant ist doch, das ich nur aufgrund der hier gestellten Fragen ziemlich genau weiß, wie das Weltbild der Zusammensteller dieser Umfrage ausschaut.
Eine deutlich neutralere Fragestellung wäre sehr viel spannender und aussagekräftiger gewesen als dieses Konglomerat tendenziöser Suggestivversuche.",DE,Male,33.0,minority,ger,
R_1BRd4CmzpzrjEO7,1.0,100.0,"Hassrede ist es, wenn Andere dadurch bedroht werden, dass sie Angst haben müssen, dass diese Menschen ihnen etwas antun wollen.","Andere Menschen bedrohen, geht absolut nicht. 
Beleidigungen sollten auch nicht toleriert werden, aber man kann sie eher ignorieren, wenn keine persönliche Bedrohung damit einhergeht.",DE,Female,58.0,non-minority,ger,
R_1BRZhBpfGpaQSVx,1.0,100.0,Aufforderung zu Gewalt gegen Personen und Sachen.,"Grundsätzlich nichts, was durch strafrechtliche Bestimmungen ohnehin eingeschränkt ist.",DE,Male,60.0,non-minority,ger,
R_1Bubs67k0N8gk5r,1.0,100.0,Als Hassrede bewerte ich Bedrohungen und zutiefst beleidigende Inhalte und Kraftausdrücke,"Man sollte persönlich Beleidigungen mit Kraftausdrücken einschränken, keine politischen oder religiösen Meinungen. Dinge können beleidigt werden aber keine Menschen",DE,Female,22.0,non-minority,ger,
R_1BWpbc4mZvRNCao,1.0,100.0,Unbegründete und pauschale Verurteilung ganzer Gruppen,"Alles, was gesetzlich verboten ist, z. B Holocaustleugnung, an eine konkrete Person gerichtete ehrenrühige Beleidigungen, Verleumdnungen ....",DE,Female,46.0,non-minority,ger,
R_1BYgZo0IYhB2ErY,1.0,100.0,"Es gibt keine Objektivität in einer subjektiven Welt, deshalb ist der Versuch Hassrede zu definieren der erste Schritt zur Tyrannei.",,DE,Other,13.0,minority,ger,
R_1C8EFSViKc99bhS,1.0,100.0,,Nichts,DE,Male,12.0,non-minority,ger,
R_1Ca8pIopfvw1WXW,1.0,100.0,"Wenn man herauslesen kann, dass eine bestimmte PersonenGRUPPE diffamiert wird.","Rechtlich relevante Sachen und unbelegbaren Mist (alternativ Medizin zB). 

Eine perfekte Welt wären Posts, die mit seriösen Quellen belegt werden.",DE,Male,23.0,non-minority,ger,
R_1CCpX0Qni8SnGQ1,1.0,100.0,Greift Personen oder Personengruppen direkt explizit an,"Nazipropaganda, sonstige extremistische Propaganda (politisch, religiös,...) die gegen unsere freiheitlich demokratische Grundordnung ist.",DE,Male,25.0,non-minority,ger,
R_1Cgbvlevp1bWLId,1.0,100.0,hassrede existiert nicht. sprache und schrift sollten nie verboten oder limitiert werden,alles erlaubt. es muss der wilde westen der freien meinungs und ideen-austausches sein. nur so können wir uns als menschheit weiter entwickeln. jede art der zensur bschränkt den fortschritt,DE,Male,17.0,minority,ger,
R_1CgbzW1cZ7uVgnY,1.0,100.0,Wie soll ich es interpretieren? Für mich sind Hassreden einfach unverständlich! Man soll jedem Menschen seine eigene Meinung überlassen . Nur man sollte nicht mit Hetze darauf antworten.,Alles was nach dem Grundgesetz nicht möglich ist!,DE,Male,50.0,non-minority,ger,
R_1CHnT8XHGTgrl96,1.0,100.0,Keine Definition. Jeder ist selber dafür verantwortlich ob ihn etwas persönlich angreift oder nicht,Man sollte alles sagen dürfen. Ausser kinderpornografische Inhalte. Diese standen hier aber nicht zur Debatte,DE,Male,9.0,non-minority,ger,
R_1CI9EUV19AksLDQ,1.0,100.0,"Wenn jemand z.B. als ""Nigger"", ""Judenschwein"" oder als ""schwule Sau"" bezeichnet wird.",Grobe Beleidigungen oder Verharmlosung des Holocaust.,DE,Male,48.0,non-minority,ger,
R_1CjpFFgalEqqVh0,1.0,100.0,"Hassrede beinhaltet Androhung von Mord, Gewalt, Vergewaltigung - so wie z.B. es vielen Frauen geschieht, die sich für ihre Rechte einsetzen.","Keine Androhung von Mord, Gewalt, Vergewaltigung. Stalker und Co. gehören von den Plattformen entfernt und dauerhaft gesperrt.",DE,Female,52.0,non-minority,ger,
R_1CKkloJmBGGXxdo,0.0,99.0,"Persönliche Beleidigungen,",Persönliche Beleidigungen,DE,Male,58.0,minority,ger,
R_1CkzRJyCgvejRLy,1.0,100.0,Aufruf zur Gewalt o.ä.,Aufruf zu Gewalt o.ä.,DE,Male,42.0,non-minority,ger,
R_1ClneUAmCokR8J0,1.0,100.0,"Hassrede ist ein verdammt dämliches Wort. Entweder ist es Hass oder man redet miteinander.

Hass sind eindeutig daran zu erkennen, das jemand etwas das anders ist als er selbst mit Gewalt bedroht und es gewaltsam vernichten will.","Aufrufe zu Gewalttaten und gesetzeswidrige Äußerungen.
Eben das, was der Gesetzgeber laut GG und StGB sowieso schon reguliert.

Dinge, die vielleicht als harte Wahrheiten/Meinungen gesehen werden und nur durch persönliche Auffassung als hass oder beleidigend angesehen werden haben ihre Daseinsberechtigung.

Nur um ein Beispiel zu geben: Die AfD ist eine rassistische Partei oder die Grünen sind eine pädophile Partei (ich bin von beidem kein Fan) sollten gesagt werden dürfen, da beides seine faktischen (wenn auch meinungsgemachten) Ursachen hat und als Meinung so bestand haben darf.

Dagegen: AfD Rassisten müssen gehängt werden oder pädophile Grüne sollten erschossen werden, sind eindeutig Aufrufe zur Gewalt.

Letzteres reguliert aber schon der Gesetzgeber! Dafür sollten Unternehmen keine Haftung übernehmen, nur der Pflicht zur Löschung nachkommen.
Wenn Behörden das verfolgen wollen, steht den Behörden ja frei Beiträge auf den entsprechenden Medien zu suchen und zur Anzeige zu bringen. Ebenso jene Nutzer, die durch Aufruf zu Gewalttaten bedroht werden.

Vorsicht ist geboten bei Äußerungen wie ""AfD/Grüne müssen ausgerottet werden."" Dies kann z. B. auch über passieren ohne gewaltsames handeln.",DE,Male,21.0,non-minority,ger,
R_1Cmd2dJzkv2Ya6u,1.0,100.0,Wenn Schimpfwörter fallen und ganz gewiss Lügen verbreitet werden um jemanden zu Schaden.,"Jegliche menschenverachtenden Aussagen, egal ob es frauenfeindliche, rassistische, ausländerfeindliche, homophobe, transphobe, bodyshaming, oder ähnliche. Sowas hat nämlich nichts mit Meinungsfreiheit zu tun.",DE,Female,9.0,minority,ger,
R_1Csubz8vTLeg6F2,1.0,100.0,Missachten der Menschenwürde.,Strafrechtlich relevante Beleidigungen,DE,Male,47.0,non-minority,ger,
R_1cYC5LTEL347Pme,1.0,100.0,"Hassrede erfüllt die Bedingungen:
Beleidigung/Bedrohung innerhalb eines Diskurses
Ohne Bezug zum Thema sondern nur auf einzelne Personen oder Personengruppen bezogen",Beleidigungen/Bedrohungen wie im realen Leben auch. Da ist kein Unterschied.,DE,Male,20.0,non-minority,ger,
R_1d6QsSkAYSTDlrU,1.0,100.0,"Gruppenbezogene Menschenfeindlichkeit und alles, was strafrechtlich relevant ist",Siehe oben,DE,Female,38.0,non-minority,ger,
R_1d7fKFP9CXhD8Q3,1.0,100.0,Direkter Aufruf zur Begehung von Straftaten gegen Individuen oder Gruppen,"Wie vorhin.
Direkter Aufruf zum begehen von Straftaten gegen Individuen oder Gruppen",DE,Male,21.0,minority,ger,
R_1DAMNP0bCH6PU1o,1.0,100.0,"Hassrede ist ein Totschlagargument. Es gibt Strafgesetzparagraphen. Solange diese nicht verletzt sind, kann alles gesagt werden.",Alles was laut Strafgesetzbuch verboten ist,DE,Male,32.0,minority,ger,
R_1dAY1uSDHOicc0y,1.0,100.0,"Eindeutig gegen eine konkret definierbare Menschengruppe gerichtete Beleidigung, Drohung oder Verleumdung","Man sollte alles sagen dürfen, sofern es keine Straftat darstellt oder zur Gewalt aufruft.",DE,Male,20.0,non-minority,ger,
R_1dbRfp2yraGukWY,1.0,100.0,Hassrede wäre für mich wenn man Personen mit dem Tod bedroht.,"Man sollte alles sagen dürfen, nur bei Morddrohungen sollte eingegriffen werden.",DE,Male,19.0,minority,ger,
